,model,output,interpretable,attributable,cells,reasoning,id,set,language,lang
15,mt5_small,Ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke,0.0,,,,FR346-ig-12,test,,ig
16,ssa_mt5,"Na nchịkọta, 26% nke ụmụ nwanyị lụgoro di na ụmụ nwoke ndị ọrụ azụmaahịa na ọrụ, ebe 23% nke ụmụ nwanyị lụgoro di na ọrụ ugbo, ebe 31% nke ụmụ nwoke ndị ọrụ azụmaahịa na ọrụ.",0.0,,,,FR346-ig-12,test,,ig
13,mt5_small,Ụmụaka ndị nne ha nwere ike ịnweta nri dị elu n'ọnwa ịnye mmiri ara n'afọ 2 ma ọ bụ karịa ụmụaka ndị nne ha nwere ike ịnweta nri dị elu n'ọnwa 4-5,1.0,1.0,10.0,1.0,FR293-ig-26,test,,ig
14,mt5_xxl,Pasentị iri otu na ise nke ụmụaka ndị nne ha bụ ndị Syria nwere ọnwa dị ndụ dịkarịrị n'etiti ndị na erughi ọnwa 6 ma ọ bụ ndị Syria nwere ọnwa dị ndụ dịkarịrị n'etiti ndị ahụ Syria.,0.0,,,,FR293-ig-26,test,,ig
15,reference,"Pasentị iri ise na abụọ nke ụmụaka dị ọnwa 0-23 na aṅụ mmiri ara otu ekwesịrị maka afọ ha (yabụ, naanị mmiri ara maka ụmụaka dị ọnwa 0-5 ma gakwaa n'ihu na aṅụ mmiri ara yana nri mgbakwunye maka ụmụaka dị onwa 6-23).",1.0,1.0,10.0,0.0,FR293-ig-26,test,,ig
16,ssa_mt5,Ihe rutere ọkara nke ụmụaka dị ọnwa 6-23 ndị na erughi ọnwa 9-11 ma ọ bụ karịa ụmụaka dị ọnwa 48-59.,0.0,,,,FR293-ig-26,test,,ig
18,ssa_mt5,"Naanị 6% nke ụmụ nwanyị nwere ụzọ ọrụ n'aka ha, ma atụlee yana 1% nke ụmụ nwanyị nwere ụzọ ọrụ n'aka ha.",0.0,,,,FR229-ig-5,test,,ig
19,mt5_xxl,"Naanị pasentị 62 nke ụmụ nwanyị na arụ ọrụ n'oge afọ niile, ma atụlee yana pasentị 32 na adịkarị n'oge.",1.0,1.0,5.0,1.0,FR229-ig-5,test,,ig
20,reference,"pasentị nkesa nke ụmụ nwanyị na arụ ọrụ dị afọ 15-49 site na ụdị nke ego a na erite yana njirimara onye na ewe ọrụ, site na ụdị nke ọrụ (nke ọrụ ugbo ma ọ bụ nke na abụghị ọrụ ugbo).",0.0,,,,FR229-ig-5,test,,ig
21,mt5_small,Ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'ọrụ n'etiti ụmụ n,0.0,0.0,0.0,0.0,FR229-ig-5,test,,ig
12,reference,Ụmụ nwanyị atọ n'ime iri (29%) lụrụ di na eji ụzọ agba ọhụrụ nke nhazi ezinụlọ ugbu a.,1.0,1.0,8.0,0.0,SR220-ig-4,test,,ig
13,mt5_small,Ụzọ agba ọhụrụ ọ bụla bụ ụzọ agba ọhụrụ ọhụrụ (pasentị 38) yana ụzọ agba ọhụrụ (pasentị 32),0.0,,,,SR220-ig-4,test,,ig
14,ssa_mt5,"Na nchịkọta, 37% nke ụmụ nwanyị lụrụ di dị afọ 15-49 na eji nhazi ezinụlọ, ma atụlee yana 6% nke ụmụ nwanyị lụrụ di dị afọ 15-49 na eji nhazi ezinụlọ.",0.0,,,,SR220-ig-4,test,,ig
15,mt5_xxl,"Otu n'ime ụzọ atọ nke ụmụ nwanyị lụrụ di dị afọ 15–49 na eji nhazi ezinụlọ, 29% na eji ụzọ agba ọhụrụ ma 4% na eji ụzọ ọdịnala.",1.0,1.0,9.0,1.0,SR220-ig-4,test,,ig
12,ssa_mt5,"Na Jordan, ụmụaka ndị agbara ọgwụ mgbochi niile dị ukwuu site na 79% na 1990 ruo 79% na 2017-18",0.0,,,,FR346-ig-52,test,,ig
13,mt5_small,Ụmụaka dị ọnwa 12-23 ndị agbara ọgwụ mgbochi niile gbagoro site na 28% na 1990 ruo 70% na 2017-18,1.0,1.0,8.0,1.0,FR346-ig-52,test,,ig
14,mt5_xxl,"Pasenteji nke ụmụaka dị ọnwa 12-23 ndị agbara ọgwụ mgbochi niile gbagoro nke ukwuu site na 15% na 1990 ruo 86% na 2017-18, gbadaa na 7% na 2017-18.",1.0,1.0,9.0,1.0,FR346-ig-52,test,,ig
15,reference,"pasenteji nke ụmụaka dị ọnwa 12-23 na agbaghị ọgwụ mgbochi gbagoro, site na 1% ma ọ bụ pekarịa na nyocha JPFHS anọ emere n'etiti 1997 na 2012 ruo 7% na 2017-18.",1.0,1.0,9.0,1.0,FR346-ig-52,test,,ig
24,mt5_xxl,"Oke ọmụmụ nwa na adịkarị iche iche site na ogige, bido na ụmụaka 4.5 kwa nwanyị na Luanda ruo ụmụaka 8.6 kwa nwanyị na Bié.",1.0,1.0,21.0,1.0,SR238-ig-3,test,,ig
25,ssa_mt5,Ụmụ nwanyị nọ na Cameroon nwere ọkara nke ụmụaka 7.3 kwa nwanyị.,0.0,,,,SR238-ig-3,test,,ig
26,mt5_small,Ụmụ nwanyị nọ na Dar es Salaam na amu n'ime ụzọ anọ nke ụmụaka nọ na Ruvuma (ụmụaka 4.8 kwa nwanyị) ma pekarịsịa na Anambra (ụmụaka 7.3 kwa nwanyị).,0.0,,,,SR238-ig-3,test,,ig
27,reference,"Ụmụ nwanyị bi n'ezinụlọ kachasị daa ogbenye nwere ọkara nke ụmụaka 8.5, ma atụlee yana ụmụaka 4.0 n'etiti ụmụ nwanyị bi n'ezinụlọ kachasị nwee ego.",0.0,,,,SR238-ig-3,test,,ig
17,ssa_mt5,"Njupute ịba a na adị iche iche nke ukwuu site na nyocha, site na 28% na Alibori ruo 47% na Mono.",1.0,1.0,14.0,1.0,OD78-ig-43,dev,,ig
18,reference,Njupute nke ịba dị obere nke ukwuu na Littoral (17%) karịa na ngalaba niile ndị ọzọ.,1.0,1.0,14.0,1.0,OD78-ig-43,dev,,ig
19,mt5_xxl,"Njupute ịba na adị iche iche nke ukwuu n'ofe ngalaba, site na 17% na ngalaba dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara dị na mpaghara",0.0,,,,OD78-ig-43,dev,,ig
20,mt5_small,"Ụmụaka dị ọnwa 6-59 ndị gosiri positivu maka ịba site na nyocha, site na 17% na Alibori ruo 71% na Mono.",0.0,,,,OD78-ig-43,dev,,ig
11,reference,Enwekwara mgbada na pasenteji nke ụmụaka dị gịrịgịrị mana gbagoro ruo naanị na 2009.,1.0,1.0,6.0,1.0,TR8-ig-28,dev,,ig
12,mt5_xxl,"Pasenteji nke ụmụaka sụrụ mkpụmkpụ gbadara n'ofe afọ gara aga, site na 19.6% na 1990 ruo 8.0% na 2009",1.0,1.0,7.0,1.0,TR8-ig-28,dev,,ig
13,mt5_small,"Pasenteji nke ụmụaka ahụ ndị sụrụ mkpụmkpụ gbadara site na ọkọlọtọ WHO, site na ọkọlọtọ WHO, ma ọ bụ tupu nyocha ahụ gbadara site na ọkọlọtọ WHO, ma ọ bụ ndị ahụ gbadara site na 3.0 na 1990 ruo 2.4 na 2012",0.0,,,,TR8-ig-28,dev,,ig
14,ssa_mt5,Pasenteji nke ụmụaka ndị dị gịrịgịrị ndị dị gịrịgịrị ndị dị gịrịgịrị n'etiti 1990 na 2009,0.0,,,,TR8-ig-28,dev,,ig
23,ssa_mt5,"Ọnụọgụ ndị ọzọ kachasị na egosi na ụmụaka nọ na Tanzania nwere ụmụaka 3.9, ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma atụlee yana ụmụaka 1.4 ma ọ bụ karịa.",0.0,,,,FR229-ig-1,dev,,ig
24,mt5_xxl,Pasentị iri itoolu na otu nke ụmụ nwanyị yana pasentị iri ise na otu nke ụmụ nwoke nọ na Tanzania.,0.0,,,,FR229-ig-1,dev,,ig
25,mt5_small,Ụmụ nwanyị nọ na Tanzania nwere ụmụaka 3.5 kwa nwanyị nọ na mpaghara dị afọ 7 gara aga.,0.0,,,,FR229-ig-1,dev,,ig
26,reference,Nyiwe ahụ na egosi nnukwu mgbatu n'ọnụọgụ ndị mmadụ n'etiti ụmụ nwanyị dị afọ 10-14 yana ndị dị afọ 15-19.,1.0,1.0,19.0,1.0,FR229-ig-1,dev,,ig
9,ssa_mt5,Ụmụ nwanyị nọ na mpaghara mepere emepe nwere ike ịkpesa ihe mmereme QA ma ọ bụ karịa n'etiti ụmụ nwanyị nọ na mpaghara ime obodo.,0.0,,,,SR238-ig-26,dev,,ig
10,mt5_xxl,Oke mgbakọ ọgịga ụlọ akwụkwọ sekọndrị na adịkarị obere n'etiti ụmụ nwoke karịa n'etiti ụmụ nwanyị.,1.0,1.0,6.0,1.0,SR238-ig-26,dev,,ig
11,mt5_small,Ụlọ akwụkwọ sekọndrị n'etiti ụmụ nwanyị nọ na Cameroon nwere ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa ịnweta ohere karịa,0.0,,,,SR238-ig-26,dev,,ig
12,reference,Ụmụ nwoke nwere ike ịga ụlọ akwụkwọ sekọndrị (43%) karịa ụmụ nwanyị (37%).,1.0,1.0,7.0,1.0,SR238-ig-26,dev,,ig
13,reference,"Na nchịkọta, oke nke ụmụ nwoke na aṅụ nwanyị ugbu a ndị chọkwuru ụmụaka bụ pasentị 12, ma atụlee yana pasentị 19 n'etiti ụmụ nwanyị nọ na di ugbu a.",1.0,1.0,9.0,1.0,FR293-ig-10,dev,,ig
14,mt5_small,Ụmụ nwanyị ndị chọkwuru ụmụaka dị ndụ bụ ọnụọgụ nke ụmụaka dị ndụ n'etiti ụmụ nwoke ndị chọkwuru ụmụaka dị ndụ n'etiti ụmụ nwoke ndị chọkwuru ụmụaka dị ndụ bụ ọnụọgụ nke ụmụaka dị ndụ n'etiti ụmụ nwoke,0.0,,,,FR293-ig-10,dev,,ig
15,ssa_mt5,"Pasentị iri asaa na asaa nke ụmụ nwanyị na ụmụ nwoke nọ n'alụm di na nwunye ndị chọkọ ụmụaka, ma atụlee yana 49% nke ụmụ nwoke nọ n'alụm di na nwunye.",1.0,1.0,14.0,1.0,FR293-ig-10,dev,,ig
16,mt5_xxl,Pasentị iri otu na otu nke ụmụ nwanyị na ụmụ nwoke ndị nwere ụmụaka isii ma ọ bụ karịa ndị ahụ nwere ụmụaka abụọ ma ọ bụ karịa ndị ahụ nwere ụmụaka abụọ ma ọ bụ karịa,0.0,,,,FR293-ig-10,dev,,ig
9,mt5_small,"Ụmụ nwanyị dị afọ 15-49 nwere agụmakwụkwọ kachasị nwee agụmakwụkwọ kachasị, ma atụlee yana 42% nke ụmụ nwanyị dị afọ 45-49 nwere agụmakwụkwọ kachasị.",0.0,,,,SR220-ig-1,test,,ig
10,reference,Ihe jiri obere gafere ọkara (53%) nke ụmụ nwanyị Yemen gụrụ akwụkwọ.,0.0,,,,SR220-ig-1,test,,ig
11,ssa_mt5,"Na nchịkọta, 44% nke ụmụ nwanyị dị afọ 15-49 agụghị akwụkwọ dị elu.",1.0,1.0,5.0,1.0,SR220-ig-1,test,,ig
12,mt5_xxl,Pasentị iri otu na otu nke ụmụ nwanyị dị afọ 15–49 agụghị akwụkwọ.,0.0,,,,SR220-ig-1,test,,ig
8,mt5_small,"Ụmụ nwoke nwere ọrụ dị afọ 15-49, ebe ụmụ nwoke nwere ọrụ dị afọ 15-49 nwere ọrụ dị afọ 15-49, ebe ụmụ nwoke nwere ọrụ dị afọ 15-49 nwere ọrụ dị afọ 15-49, ebe ụmụ nwoke nwere ọrụ dị afọ 15-49 nwere ọrụ dị afọ 15-49.",0.0,,,,FR313-ig-1,test,,ig
9,reference,"Karịa pasentị 60 ụmụ nwanyị na arụ ọrụ nwetara ọrụ n’ọnọdụ ndị ọkachamara, teknụzụ, na nchịkwa ma ọ bụ n’ọrụ ọdịde akwụkwọ.",1.0,1.0,12.0,1.0,FR313-ig-1,test,,ig
10,ssa_mt5,"Na nchịkọta, 26% nke ụmụ nwanyị na 22% nke ụmụ nwoke ndị nwere ọrụ dị afọ 15-49, ebe 43% nwere ọrụ ugbo, ebe 11% nwere ọrụ ugbo.",0.0,,,,FR313-ig-1,test,,ig
11,mt5_xxl,"N’etiti ụmụ nwanyị, ọrụ a na adịkarị obere n’etiti ndị ọkachamara/teknụzụ/nchịkwa (53% na 7%).",0.0,,,,FR313-ig-1,test,,ig
18,ssa_mt5,"Naanị 6% nke ụmụ nwanyị nwere ụzọ ọrụ n'aka ha, ma atụlee yana 1% nke ụmụ nwanyị nwere ụzọ ọrụ n'aka ha.",0.0,,,,FR229-ig-5,test,,ig
19,mt5_xxl,"Naanị pasentị 62 nke ụmụ nwanyị na arụ ọrụ n'oge afọ niile, ma atụlee yana pasentị 32 na adịkarị n'oge.",1.0,1.0,5.0,1.0,FR229-ig-5,test,,ig
20,reference,"pasentị nkesa nke ụmụ nwanyị na arụ ọrụ dị afọ 15-49 site na ụdị nke ego a na erite yana njirimara onye na ewe ọrụ, site na ụdị nke ọrụ (nke ọrụ ugbo ma ọ bụ nke na abụghị ọrụ ugbo).",0.0,,,,FR229-ig-5,test,,ig
21,mt5_small,Ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'etiti ụmụ nwanyị na arụ ọrụ n'ọrụ n'ọrụ n'etiti ụmụ n,0.0,,,,FR229-ig-5,test,,ig
9,mt5_xxl,"Pasentị itoolu nke ụmụaka na erughi afọ 5 sụrụ mkpụmkpụ ma ọ bụ dị gịrịgịrị, ma atụlee yana 8% na 2009 yana 3% na 2012.",1.0,1.0,8.0,1.0,SR202-ig-13,test,,ig
10,reference,"Naanị 3% nke ụmụaka Jordan tara ahụ, ma ọ bụ dị oke gịrịgịrị maka afọ ha.",0.0,,,,SR202-ig-13,test,,ig
11,ssa_mt5,"Na Jordan, ụmụaka na erughi afọ 5 dị afọ 5 dị gịrịgịrị (pasentị 7) nwere ike ịme akwụkwọ dị mma (pasentị 7)",0.0,,,,SR202-ig-13,test,,ig
12,mt5_small,"Ịmụaka nwere ọkara nke ụmụaka ndị nne ha gịrịgịrị n'etiti 2002 na 2007, site na 2% na 2007 ruo 2% na 2012.",0.0,,,,SR202-ig-13,test,,ig
13,mt5_xxl,"Pasentị iri otu na otu nke ụmụ nwanyị lụgoro di nọ na ọrụ nkịtị, ma atụlee yana 11% na 6% nke ụmụ nwoke nọ na ọrụ azụmaahịa na ọrụ.",0.0,,,,FR346-ig-12,test,,ig
14,reference,"N'etiti ụmụ nwanyị ndị nwetara ọrụ n'ime ụbọchị 7 tupu nyocha ahụ, 64% na arụ ọrụ n'oke ọkachamara, teknụzụ, ma ọ bụ nchịkwa, ma 11% na arụ ọrụ nkịtị.",1.0,1.0,9.0,1.0,FR346-ig-12,test,,ig
15,mt5_small,Ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke lụgoro di na ụmụ nwoke,0.0,,,,FR346-ig-12,test,,ig
16,ssa_mt5,"Na nchịkọta, 26% nke ụmụ nwanyị lụgoro di na ụmụ nwoke ndị ọrụ azụmaahịa na ọrụ, ebe 23% nke ụmụ nwanyị lụgoro di na ọrụ ugbo, ebe 31% nke ụmụ nwoke ndị ọrụ azụmaahịa na ọrụ.",0.0,,,,FR346-ig-12,test,,ig
15,mt5_xxl,"Pasentị iri asaa na asaa nke ụmụaka dị ọnwa 12-23 nwere ọgwụ mgbochi niile akọwapụtara, ma atụlee yana pasentị 85 nke ụmụaka dị ọnwa 12-23 nwere ọgwụ mgbochi maka akpata.",1.0,1.0,12.0,1.0,FR229-ig-19,test,,ig
16,mt5_small,"Otu n'ime ụzọ atọ nke ụmụaka nwere ọgwụ mgbochi akọwapụtara eji, ọgwụ mgbochi akọwapụtara eji, ọgwụ mgbochi akọwapụtara eji, ọgwụ mgbochi akọwapụtara eji, ọgwụ mgbochi akọwapụtara eji, ma atụlee yana ọgwụ mgbochi akọwapụtara eji.",0.0,,,,FR229-ig-19,test,,ig
17,reference,"Mkpuchi na agbada maka ọgwụ ndị na esote, ebe pasentị 86 nke ụmụaka na enweta ọgwụ DPT-HepB-Hib atọ akwadoro yana pasentị 88 nwetara ọgwụ polio atọ niile.",1.0,1.0,10.0,1.0,FR229-ig-19,test,,ig
18,ssa_mt5,"Na nchịkọta, ọgwụ mgbochi niile dị n'etiti ụmụaka nwere ọgwụ mgbochi niile dị n'ebe ọchịchị, ọgwụ mgbochi niile dị n'etiti ụmụaka nwetara ọgwụ mgbochi niile.",0.0,,,,FR229-ig-19,test,,ig
12,reference,Ụmụ nwanyị atọ n'ime iri (29%) lụrụ di na eji ụzọ agba ọhụrụ nke nhazi ezinụlọ ugbu a.,1.0,1.0,8.0,1.0,SR220-ig-4,test,,ig
13,mt5_small,Ụzọ agba ọhụrụ ọ bụla bụ ụzọ agba ọhụrụ ọhụrụ (pasentị 38) yana ụzọ agba ọhụrụ (pasentị 32),0.0,,,,SR220-ig-4,test,,ig
14,ssa_mt5,"Na nchịkọta, 37% nke ụmụ nwanyị lụrụ di dị afọ 15-49 na eji nhazi ezinụlọ, ma atụlee yana 6% nke ụmụ nwanyị lụrụ di dị afọ 15-49 na eji nhazi ezinụlọ.",0.0,,,,SR220-ig-4,test,,ig
15,mt5_xxl,"Otu n'ime ụzọ atọ nke ụmụ nwanyị lụrụ di dị afọ 15–49 na eji nhazi ezinụlọ, 29% na eji ụzọ agba ọhụrụ ma 4% na eji ụzọ ọdịnala.",1.0,1.0,9.0,1.0,SR220-ig-4,test,,ig
24,mt5_xxl,"Oke ọmụmụ nwa na adịkarị iche iche site na ogige, bido na ụmụaka 4.5 kwa nwanyị na Luanda ruo ụmụaka 8.6 kwa nwanyị na Bié.",1.0,1.0,21.0,1.0,SR238-ig-3,test,,ig
25,ssa_mt5,Ụmụ nwanyị nọ na Cameroon nwere ọkara nke ụmụaka 7.3 kwa nwanyị.,0.0,,,,SR238-ig-3,test,,ig
26,mt5_small,Ụmụ nwanyị nọ na Dar es Salaam na amu n'ime ụzọ anọ nke ụmụaka nọ na Ruvuma (ụmụaka 4.8 kwa nwanyị) ma pekarịsịa na Anambra (ụmụaka 7.3 kwa nwanyị).,0.0,,,,SR238-ig-3,test,,ig
27,reference,"Ụmụ nwanyị bi n'ezinụlọ kachasị daa ogbenye nwere ọkara nke ụmụaka 8.5, ma atụlee yana ụmụaka 4.0 n'etiti ụmụ nwanyị bi n'ezinụlọ kachasị nwee ego.",0.0,,,,SR238-ig-3,test,,ig
12,ssa_mt5,"Na Jordan, ụmụaka ndị agbara ọgwụ mgbochi niile dị ukwuu site na 79% na 1990 ruo 79% na 2017-18",0.0,,,,FR346-ig-52,test,,ig
13,mt5_small,Ụmụaka dị ọnwa 12-23 ndị agbara ọgwụ mgbochi niile gbagoro site na 28% na 1990 ruo 70% na 2017-18,1.0,1.0,8.0,1.0,FR346-ig-52,test,,ig
14,mt5_xxl,"Pasenteji nke ụmụaka dị ọnwa 12-23 ndị agbara ọgwụ mgbochi niile gbagoro nke ukwuu site na 15% na 1990 ruo 86% na 2017-18, gbadaa na 7% na 2017-18.",1.0,1.0,9.0,1.0,FR346-ig-52,test,,ig
15,reference,"pasenteji nke ụmụaka dị ọnwa 12-23 na agbaghị ọgwụ mgbochi gbagoro, site na 1% ma ọ bụ pekarịa na nyocha JPFHS anọ emere n'etiti 1997 na 2012 ruo 7% na 2017-18.",1.0,1.0,9.0,1.0,FR346-ig-52,test,,ig
13,mt5_small,Ụmụaka ndị nne ha nwere ike ịnweta nri dị elu n'ọnwa ịnye mmiri ara n'afọ 2 ma ọ bụ karịa ụmụaka ndị nne ha nwere ike ịnweta nri dị elu n'ọnwa 4-5,1.0,1.0,10.0,1.0,FR293-ig-26,test,,ig
14,mt5_xxl,Pasentị iri otu na ise nke ụmụaka ndị nne ha bụ ndị Syria nwere ọnwa dị ndụ dịkarịrị n'etiti ndị na erughi ọnwa 6 ma ọ bụ ndị Syria nwere ọnwa dị ndụ dịkarịrị n'etiti ndị ahụ Syria.,0.0,,,,FR293-ig-26,test,,ig
15,reference,"Pasentị iri ise na abụọ nke ụmụaka dị ọnwa 0-23 na aṅụ mmiri ara otu ekwesịrị maka afọ ha (yabụ, naanị mmiri ara maka ụmụaka dị ọnwa 0-5 ma gakwaa n'ihu na aṅụ mmiri ara yana nri mgbakwunye maka ụmụaka dị onwa 6-23).",1.0,1.0,10.0,1.0,FR293-ig-26,test,,ig
16,ssa_mt5,Ihe rutere ọkara nke ụmụaka dị ọnwa 6-23 ndị na erughi ọnwa 9-11 ma ọ bụ karịa ụmụaka dị ọnwa 48-59.,0.0,,,,FR293-ig-26,test,,ig
22,mt5_small,Ụmụ nwanyị nọ na mpaghara mepere emepe nwere ohere ịnweta ITN n'ọnwịnwe ITN n'etiti ezinụlọ nọ na mpaghara mepere emepe.,1.0,1.0,3.0,0.0,MIS20-ig-11,test,,ig
23,ssa_mt5,"Na nchịkọta, ọnwịnwe ITN n'etiti ezinụlọ nwere ọnwịnwe ITN n'ezinụlọ kachasị na mpaghara mepere emepe (pasentị 52) yana ọnwịnwe ITN n'ezinụlọ kachasị na mpaghara ime obodo (pasentị 49).",0.0,,,,MIS20-ig-11,test,,ig
24,mt5_xxl,"Pasentị iri asaa na otu nke ezinụlọ nọ n'ime obodo nwere ike ịnwe ITN, ma atụlee yana pasentị 58 n'oke akụnụba kachasị.",1.0,1.0,9.0,1.0,MIS20-ig-11,test,,ig
25,reference,"N'etiti mpaghara, ọnwịnwe ezinụlọ nke ITN bidoro na pasentị 53 nke ezinụlọ ndị nọ na Akụkụ Ndịda na Ọdịda Anyanwụ ruo pasentị 91 nke ezinụlọ ndị nọ na Akụkụ Ugwu na Ọdịda Anyanwụ.",1.0,1.0,8.0,1.0,MIS20-ig-11,test,,ig
16,reference,"Tebul ahụ na egosi oke nke ụmụaka dị ọnwa 12-23 ndị agbara ọgwụ mgbochi n'afọ ọ bụla ruo n'oge nke nyocha ahụ, yanakwa ọnụọgụ ndị agbara ọgwụ mgbochi tupu ọnwa 12, afọ nke ekwesịrị imezu mkpuchi ọgwụ mgbochi.",1.0,0.0,,,FR293-ig-20,test,,ig
17,mt5_xxl,"Pasentị iri ise na ise nke ụmụaka dị ọnwa 12-23 nwere ọgwụ mgbochi niile akọwapụtara, ma atụlee yana 21% nke ụmụaka dị ọnwa 12-23 enweghị ọgwụ mgbochi ọ bụla.",1.0,0.0,,,FR293-ig-20,test,,ig
18,ssa_mt5,"Pasenteji nke ụmụaka dị ọnwa 12-23 nwere ọgwụ mgbochi akọwapụtara iche n'oge ọ bụla tupu nyocha ahụ gbagoro site na pasentị 58 na pasentị 45, iche iche.",1.0,0.0,,,FR293-ig-20,test,,ig
