bcp_47_code	iso_639_3_code	english_name	endonym	estimated_number_of_speakers	writing_systems	locales	cldr_official_status	endangerment_status	is_macrolanguage	macrolanguage_bcp_47_code	individual_language_bcp_47_code	iso_639_2b_code	deprecated_bcp_47_code	glottocode	wikidata_id	wikidata_description
gld	gld	Nanai		1400	Cyrl	RU		Definitely endangered	False					nana1257	Q13303	language spoken by the Nanai people in Siberia
glh	glh	Northwest Pashai		400000	Arab	AF		Vulnerable	False					nort2665	Q23713532	
glj	glj	Gula Iro		3500	Latn	TD		Not endangered	False					gula1265	Q33360	Bua language spoken by people north and east of Lake Iro in southern Chad
glk	glk	Gilaki	گیلکی	3900000	Arab	IR		Not endangered	False					gila1241	Q33657	Western Iranian language
gll	gll	Garlali				AU		Extinct	False					kala1380	Q5523396	
glo	glo	Galambu		25000	Latn	NG		Not endangered	False					gala1264	Q2598797	
glr	glr	Glaro-Twabo			Latn	CI, LR		Vulnerable	False					glar1241	Q3915313	
glu	glu	Gula			Latn	TD		Not endangered	False					gula1269	Q5617176	
glw	glw	Glavda		30800	Latn	CM, NG		Not endangered	False					glav1244	Q3441285	
gly	gly	Gule				SD		Extinct	False					gule1241	Q3120736	
gma	gma	Gambera			Latn	AU		Extinct	False					gamb1251	Q10502327	
gmb	gmb	Gula'Alaa		1600	Latn	SB		Not endangered	False					gula1270	Q3120733	
gmd	gmd	Mághdì		2000	Latn	NG		Definitely endangered	False					magh1238	Q3914475	
gmg	gmg	Magɨyi			Latn	PG		Not endangered	False					magi1244		
gmm	gmm	Gbaya-Mbodomo		8000	Latn	CF		Not endangered	False	gba				gbay1281	Q6799713	
gmn	gmn	Gimnime			Latn	CM, NG		Vulnerable	False					gimn1238	Q11016905	
gmr	gmr	Mirning		4		AU			False							
gmu	gmu	Gumalu		580	Latn	PG		Not endangered	False					guma1255	Q5618027	
gmv	gmv	Gamo	Gamo	1100000	Latn	ET		Not endangered	False					gamo1243	Q16116386	
gmx	gmx	Magoma		150000	Latn	TZ		Not endangered	False					mago1246	Q16939552	
gmz	gmz	Mgbolizhia	Mgbolizhia	190000	Latn	NG		Not endangered	False					mgbo1238	Q6826835	Igbo language of Nigeria
gn	grn	Guarani	avañeʼẽ	5852000	Latn	BO, BR, PY	Official [PY]		True		gnw, gug, gui, gun, nhd					
gna	gna	Kaansa		6000	Latn	BF		Not endangered	False					kaan1246	Q56802	Gur language of Burkina Faso
gnb	gnb	Gangte		15000	Latn	IN		Vulnerable	False					gang1266	Q12952442	Kukish language of India. There are a few speakers across the border in Burma.
gnc	gnc	Guanche				ES		Extinct	False					guan1277	Q35762	Extinct language of Canary Islands
gnd	gnd	Zulgo-Gemzek		26000	Latn	CM		Not endangered	False					zulg1242	Q56800	Chadic language spoken in Cameroon
gne	gne	Ganang			Latn	NG		Vulnerable	False					gana1270	Q63163361	
gng	gng	Ngangam		80000	Latn	TG		Not endangered	False					ngan1299	Q35888	
gnh	gnh	Lere			Latn	NG		Critically endangered	False					lere1241	Q3915319	
gni	gni	Gooniyandi		210	Latn	AU		Severely endangered	False					goon1238	Q2669219	
gnj	gnj	Ngen		17000	Latn	CI		Vulnerable	False					ngen1256	Q63170838	
gnk	gnk	ǁGana		200	Latn	BW		Definitely endangered	False					gana1274	Q1975199	
gnl	gnl	Gangulu			Latn	AU		Extinct	False					gang1268	Q4916329	extinct Australian Aboriginal language
gnm	gnm	Ginuman		1400	Latn	PG		Not endangered	False					ginu1240	Q11732210	
gnn	gnn	Gumatj		5200	Latn	AU		Definitely endangered	False					guma1253	Q10510745	Australian Aboriginal language variety
gno	gno	Northern Gondi	गोंडी	2700000	Deva, Gonm, Telu	IN		Vulnerable	False	gon				nort2702	Q21154926	
gnq	gnq	Gana		250		MY		Definitely endangered	False					gana1277	Q5520523	
gnr	gnr	Gureng Gureng			Latn	AU		Extinct	False					gure1255	Q5619998	
gnt	gnt	Guntai		350	Latn	PG		Not endangered	False					gunt1241	Q12952475	
gnu	gnu	Gnau		1300	Latn	PG		Definitely endangered	False					gnau1240	Q3915810	
gnw	gnw	Western Bolivian Guaraní		7000	Latn	BO		Definitely endangered	False	gn				west2640	Q3775037	
gnz	gnz	Ganzi			Latn	CF		Definitely endangered	False					ganz1247	Q11137942	
goa	goa	Guro	Gouro	500000	Latn	CI		Not endangered	False					guro1248	Q35251	Mande language of Ivory Coast
gob	gob	Playero			Latn	CO, VE		Definitely endangered	False					play1240	Q3027923	
goc	goc	Gorakor			Latn	PG		Not endangered	False					gora1262	Q12952463	
god	god	Godié				CI		Not endangered	False					godi1239	Q3914412	
goe	goe	Gongduk		2000		BT		Definitely endangered	False					gong1251	Q2669221	
gof	gof	Gofa	Gamo	390000	Ethi, Latn	ET		Not endangered	False					gofa1235	Q12631584	
gog	gog	Gogo	Cigogo	1400000	Latn	TZ		Not endangered	False					gogo1263	Q3272630	
goi	goi	Gobasi			Latn	PG		Not endangered	False					goba1246	Q5575414	
goj	goj	Gowlan				IN		Not endangered	False					gowl1242	Q12953532	
gok	gok	Gowli				IN		Not endangered	False					gowl1241	Q12953534	
gol	gol	Gola		110000	Latn	LR		Not endangered	False					gola1255	Q35482	
gom	gom	Konkani	कोंकणी	4200000	Deva, Latn	IN		Not endangered	False	kok				goan1235	Q5575236	
gon	gon	Gondi	गोंडी	3200000	Gong, Gonm, Telu	IN			True		esg, gno, wsg			nort3258		
goo	goo	Gone Dau		690	Latn	FJ		Not endangered	False					gone1237	Q3110470	East Fijian language
gop	gop	Yeretuar			Latn	ID		Definitely endangered	False					yere1243	Q8052565	
goq	goq	Gorap				ID		Definitely endangered	False					gora1261	Q3110816	Malayan language of Indonesia
gor	gor	Gorontalo	Bahasa Hulontalo	1100000	Latn	ID		Vulnerable	False					goro1259	Q2501174	language in northern Sulawesi, Indonesia
gos	gos	Gronings	Grunnegs	620000	Latn	NL		Vulnerable	False					gron1242	Q508854	
gou	gou	Gavar		15000	Latn	CM		Not endangered	False					gava1241	Q3441180	Afro-Asiatic language spoken in Cameroon
gov	gov	Goo			Latn	CI			False							
gow	gow	Gorowa		110000	Latn	TZ		Not endangered	False					goro1270	Q3437626	
gox	gox	Gobu			Latn	CD, CF		Not endangered	False					gobu1238	Q7194986	
goy	goy	Goundo		30	Latn	TD		Critically endangered	False					goun1238	Q317636	
goz	goz	Gozarkhani				IR		Definitely endangered	False					goza1238	Q5590235	
gpa	gpa	Gupa-Abawa		31000	Latn	NG		Not endangered	False					gupa1248	Q3915352	
gpe	gpe	Ghanaian Pidgin English	Ghanaian Pidgin	5000000	Latn	GH		Not endangered	False					ghan1244	Q5555465	creole language
gpn	gpn	Taiap		50	Latn	PG		Severely endangered	False					taia1239	Q56237	endangered language
gqa	gqa	Ga'Anda		43000	Latn	NG		Not endangered	False					gaan1243	Q56245	Afro-Asiatic language spoken in Nigeria
gqi	gqi	Guiqiong		6000		CN		Definitely endangered	False					guiq1238	Q3120647	
gqn	gqn	Guana			Latn	BR		Extinct	False					guan1270	Q53386731	
gqr	gqr	Gor	Gor	87000	Latn	TD		Not endangered	False					gorr1238	Q759992	
gqu	gqu	Qau		2000		CN		Severely endangered	False					qaua1234	Q17284874	
gra	gra	Rajput Garasia		100000	Deva, Gujr	IN		Not endangered	False					rajp1235	Q21041529	
grb	grb	Grebo	Kréébo	390000	Latn	LR			True		gbo, gec, grj, grv, gry			greb1256	Q35257	Kru language of Liberia
grd	grd	Guruntum-Mbaaru		15000	Latn	NG		Vulnerable	False					guru1271	Q3441272	
grg	grg	Madi		380	Latn	PG		Definitely endangered	False					madi1261	Q6727664	language of Papua New Guinea
grh	grh	Gbiri-Niragu		25000	Latn	NG		Not endangered	False					gbir1241	Q3913936	
gri	gri	Ghari		12000	Latn	SB		Not endangered	False					ghar1239	Q3104782	
grj	grj	Southern Grebo			Latn	CI, LR		Not endangered	False	grb				sout2826	Q3914444	
grm	grm	Kota Marudu Talantang			Latn	MY		Vulnerable	False					kota1279	Q6433808	
gro	gro	Groma		39000		BT, CN, IN		Vulnerable	False					grom1238	Q56551	
grq	grq	Gorovu		20	Latn	PG		Critically endangered	False					goro1261	Q56355	
grr	grr	Taznatit				DZ		Vulnerable	False					tazn1238	Q3063974	
grs	grs	Gresi		2500	Latn	ID		Severely endangered	False					gres1240	Q5607612	Papuan language
grt	grt	Garo	A•chikku	700000	Beng, Latn	IN		Vulnerable	False					garo1247	Q36137	
gru	gru	Kistane		260000	Ethi	ET		Not endangered	False					kist1241	Q13273	Gurage language spoken in southeastern Ethiopia
grv	grv	Central Grebo		390000	Latn	LR		Not endangered	False	grb				cent2041	Q18385114	
grw	grw	Gweda		26	Latn	PG		Severely endangered	False					gwed1239	Q5623387	
grx	grx	Guriaso		1500	Latn	PG		Definitely endangered	False					guri1248	Q12631954	
gry	gry	Barclayville Grebo		390000	Latn	LR		Not endangered	False	grb				barc1235	Q3914444	
grz	grz	Guramalum			Latn	PG		Extinct	False					gura1254	Q3120935	
gsl	gsl	Gusilay		15000	Latn	SN		Vulnerable	False					gusi1246	Q35439	
gsn	gsn	Nema		800	Latn	PG		Not endangered	False					gusa1246	Q11732224	
gso	gso	Southwest Gbaya	Ɓìyàndà	200000	Latn	CF		Not endangered	False	gba				sout2785	Q4919322	
gsp	gsp	Wasembo		830	Latn	PG		Not endangered	False					wase1252	Q7971402	
gsw	gsw	Swiss German	Schwiizertüütsch	6120000	Latn	CH, FR	De facto official [CH]		False					swis1247	Q131339	group of dialects of the Upper German branch of the Germanic language family
gta	gta	Guató		5	Latn	BR		Critically endangered	False					guat1253	Q3027940	
gtu	gtu	Aghu-Tharnggala			Latn	AU		Extinct	False					aghu1256		
gu	guj	Gujarati	ગુજરાતી	60000000	Gujr, Latn	IN	Regional official [IN]	Not endangered	False				prp	guja1252	Q5137	Indo-Aryan language that is spoken on the state of Gujarat
gua	gua	Shiki		1200	Latn	NG		Definitely endangered	False					shik1242	Q3913946	one of the Bantoid Jarawan languages of Nigeria
gub	gub	Guajajára		18000	Latn	BR		Vulnerable	False					guaj1255	Q57420736	
guc	guc	Wayuu	Wayuunaiki	130000	Latn	CO		Vulnerable	False					wayu1243	Q891085	
gud	gud	Yocoboué Dida		100000	Latn	CI		Not endangered	False					yoco1235	Q21074781	
gue	gue	Gurindji			Latn	AU		Definitely endangered	False					guri1247	Q10511016	
guf	guf	Gupapuyngu			Latn	AU		Definitely endangered	False					gupa1247	Q10511004	indigenous Australian language
gug	gug	Paraguayan Guaraní		4800000	Latn	PY		Not endangered	False	gn				para1311	Q17478066	
guh	guh	Guahibo		34000	Latn	CO		Vulnerable	False					guah1255	Q2669193	
gui	gui	Eastern Bolivian Guaraní		81000	Latn	BO		Vulnerable	False	gn				east2555	Q2963912	
guk	guk	Gumuz	Gumuz	500	Ethi, Latn	ET		Not endangered	False					gumu1244	Q2396970	
gul	gul	Sea Island Creole English		550	Latn	US		Vulnerable	False					gull1241	Q33395	creole language spoken by the Gullah people in US
gum	gum	Guambiano		21000	Latn	CO		Vulnerable	False					guam1248	Q2744745	indigenous language
gun	gun	Mbyá Guaraní		15000	Latn	PY		Vulnerable	False	gn				mbya1239	Q3915584	
guo	guo	Guayabero		1000	Latn	CO		Definitely endangered	False					guay1257	Q2980375	language of Colombia
gup	gup	Gunwinggu		1700	Latn	AU		Definitely endangered	False					gunw1252	Q1406574	language of Northern Territory, Australia
guq	guq	Aché		1000	Latn	PY		Severely endangered	False					ache1246	Q383701	
gur	gur	Farefare	Frafra	1000000	Latn	GH		Not endangered	False					fare1241	Q35331	language in West Africa
gut	gut	Maléku Jaíka		750	Latn	CR		Definitely endangered	False					male1297	Q3915782	indigenous language of north central Costa Rica
guu	guu	Yanomamö		20000	Latn	VE		Vulnerable	False					yano1261	Q8048928	
guw	guw	Gun	gungbe	650000	Latn	BJ		Not endangered	False					gunn1250	Q3111668	language spoken in Nigeria and Benin
gux	gux	Gourmanchéma	Migulimancema	900000	Latn	BF		Not endangered	False					gour1243	Q35474	
guz	guz	Gusii	Ekegusii	2600000	Latn	KE		Not endangered	False					gusi1247	Q33603	Bantu language spoken in the Kisii district in western Kenya
gv	glv	Manx	Gaelg	1700	Latn	IM	Official [IM]		False					manx1243	Q12175	Celtic language spoken on the Isle of Man
gva	gva	Guana			Latn	BR, PY		Definitely endangered	False					guan1268	Q3033534	
gvc	gvc	Guanano		2600	Latn	BR		Definitely endangered	False					guan1269	Q3566001	
gve	gve	Duwet		400	Latn	PG		Definitely endangered	False					duwe1237	Q5317647	
gvf	gvf	Golin		51000	Latn	PG		Not endangered	False					goli1247	Q3110291	
gvj	gvj	Guajá		280	Latn	BR		Definitely endangered	False					guaj1256	Q3915506	
gvl	gvl	Gulay	Gulay	160000	Latn	TD		Not endangered	False					gula1268	Q641737	
gvm	gvm	Gurmana		3000	Latn	NG		Definitely endangered	False					gurm1246	Q3913363	
gvn	gvn	Kuku-Yalanji		320	Latn	AU		Definitely endangered	False					kuku1273	Q5621973	
gvo	gvo	Gavião Do Jiparaná			Latn	BR		Definitely endangered	False					gavi1246	Q5528335	
gvp	gvp	Pará Gavião			Latn	BR		Definitely endangered	False					para1315	Q3365443	
gvr	gvr	Gurung	तमु क्यी	88000	Deva	NP		Definitely endangered	False				ggn	guru1261	Q2392342	language spoken by the Gurung people, indigenous to Nepal and Sikkim
gvs	gvs	Gumawana			Latn	PG		Not endangered	False					guma1254	Q5618041	
gvy	gvy	Guyani			Latn	AU		Extinct	False					guya1249	Q10511230	
gwa	gwa	Mbato		25000	Latn	CI		Not endangered	False					mbat1247	Q3914941	language of Côte d’Ivoire
gwb	gwb	Gwa		980	Latn	NG		Vulnerable	False					gwaa1239	Q5623219	
gwc	gwc	Gawri	کالامی	100000	Arab	PK		Definitely endangered	False					kala1373	Q1675961	Indo-Aryan language spoken in Khyber Pakhtunkhwa, Pakistan
gwd	gwd	Gawwada		33000		ET		Not endangered	False					gaww1239	Q3032135	Afro-Asiatic language
gwe	gwe	Gweno			Latn	KE, TZ		Definitely endangered	False					gwen1239	Q3358211	
gwf	gwf	Gowro		1000		PK		Definitely endangered	False					gowr1239	Q3812403	
gwg	gwg	Moo		5000	Latn	NG		Not endangered	False					mooo1239	Q6907057	Adamawa language of Nigeria
gwi	gwi	GwichʼIn		300	Latn	CA	Regional official [CA]	Severely endangered	False					gwic1235	Q21057	Athabaskan language of the Gwich’in indigenous people
gwj	gwj	ǀGwi			Latn	BW		Definitely endangered	False					gwii1239	Q12631978	
gwm	gwm	Awngthim			Latn	AU		Extinct	False					awng1245	Q4830109	Extinct Australian Aboriginal language
gwn	gwn	Gwandara		27000	Latn	NG		Not endangered	False					gwan1268	Q56521	
gwr	gwr	Gwere	Lugwere	410000	Latn	UG		Not endangered	False					gwer1238	Q5623559	
gwt	gwt	Gawar-Bati		19000	Arab	AF, PK		Vulnerable	False					gawa1247	Q33894	Indo-Aryan language spoken in Afghanistan and Pakistan
gwu	gwu	Guwamu			Latn	AU		Extinct	False					guwa1243	Q10511225	extinct Australian Aboriginal language
gww	gww	Kwini		4	Latn	AU		Severely endangered	False					kwin1241	Q10551249	
gwx	gwx	Gua			Latn	GH		Not endangered	False					guaa1238	Q35422	Guang language of Ghana
gxx	gxx	Wè Southern	Wee	320000	Latn	CI		Not endangered	False					weso1238	Q19921582	
gya	gya	Northwest Gbaya		260000	Latn	CM		Not endangered	False	gba				nort2775	Q36594	
gyb	gyb	Garus		2700	Latn	PG		Not endangered	False					garu1246	Q5524492	
gyd	gyd	Kayardild		8	Latn	AU		Critically endangered	False					kaya1319	Q3913770	
gye	gye	Gyem		2000	Latn	NG		Definitely endangered	False					gyem1238	Q5624046	
gyf	gyf	Gungabula			Latn	AU		Extinct	False					gung1248	Q10510783	extinct Australian Aboriginal language
gyg	gyg	Gbayi		250000	Latn	CF		Definitely endangered	False					gbay1278	Q11137618	language of the Central African Republic
gyi	gyi	Gyele			Latn	CM, GQ		Definitely endangered	False					gyel1242	Q35434	language of Equatorial Guinea and Cameroon
gyl	gyl	Gayil			Latn	ET		Not endangered	False					gayi1237	Q5528771	
gym	gym	Ngäbere	Ngäbere	170000	Latn	PA		Not endangered	False					ngab1239	Q3915581	
gyn	gyn	Guyanese Creole English	Gayiniiz	650000	Latn	GY		Not endangered	False					creo1235	Q3305477	English-based creole language spoken in Guyana
gyo	gyo	Gyalsumdo		200		NP		Definitely endangered	False					gyal1236		
gyr	gyr	Guarayu		5900	Latn	BO		Definitely endangered	False					guar1292	Q3118779	
gyy	gyy	Gunya			Latn	AU		Extinct	False					guny1241	Q10511001	extinct Australian Aboriginal language
gyz	gyz	Geji		8000	Latn	NG			False							
gza	gza	Ganza		3000	Latn	ET		Definitely endangered	False					ganz1246	Q5521556	
gzi	gzi	Gazi				IR		Definitely endangered	False					gazi1243	Q5529130	
gzn	gzn	Gane		2900	Latn	ID		Vulnerable	False					gane1237	Q3095108	language in Maluku
ha	hau	Hausa	Hausa	28250000	Latn	GH, NG		Not endangered	False					haus1257	Q56475	Chadic language spoken by the Hausa people
haa	haa	Han		20	Latn	US		Critically endangered	False					hann1241	Q28272	native American endangered language
hac	hac	Gurani	گورانی	1200000	Arab	IR		Vulnerable	False					gura1251	Q33733	group of Northwestern Iranian dialects
had	had	Hatam		16000	Latn	ID		Vulnerable	False					hata1243	Q56825	
hae	hae	Eastern Oromo	Oromoo	4500000	Latn	ET		Not endangered	False	om				east2652	Q5330355	
hag	hag	Hanga		6800	Latn	GH		Definitely endangered	False					hang1258	Q35426	language spoken in Ghana
hah	hah	Hahon		3000	Latn	PG		Vulnerable	False					haho1237	Q3125730	
hai	hai	Haida	X̱aat Kíl	14	Latn	CA			True		hax, hdn			haid1248	Q33303	endangered language spoken in Canada and Alaska
haj	haj	Hajong		8000	Beng, Latn	BD, IN		Not endangered	False					hajo1238	Q3350576	Indo-Aryan language
hak	hak	Hakka Chinese	客家話	32000000	Latn	CN		Not endangered	False	zh				hakk1236	Q33375	primary branch of Chinese originating in Southern China
hal	hal	Halang			Latn	LA, VN		Vulnerable	False					hala1252	Q56307	
ham	ham	Hewa			Latn	PG		Definitely endangered	False					hewa1241	Q5748345	
han	han	Hangaza	Kihangaza	150000	Latn	TZ		Not endangered	False					hang1260	Q5647930	
hao	hao	Hakö			Latn	PG		Not endangered	False					hako1237	Q3125871	Austronesian language of Buka Island, Papua New Guinea
hap	hap	Hupla		3000		ID		Vulnerable	False					hupl1238	Q5946223	
haq	haq	Ha	Kiha	990000	Latn	TZ		Not endangered	False					haaa1252	Q3105505	language spoken in Tanzania
har	har	Harari		26000	Ethi	ET		Not endangered	False					hara1271	Q33626	language of the Harari people of Ethiopia
has	has	Haisla		240	Latn	CA		Critically endangered	False					hais1244	Q3107399	
hav	hav	Havu	Kihavu	510000	Latn	CD		Not endangered	False					havu1238	Q5684097	
haw	haw	Hawaiian	ʻŌlelo Hawaiʻi	30000	Latn	US	Regional official [US]	Severely endangered	False					hawa1245	Q33569	Polynesian language
hax	hax	Southern Haida		13	Latn	CA		Critically endangered	False	hai				sout2956	Q12953543	dialect of Haida, a Canadian indigenous language isolate
hay	hay	Haya	Oluhaya	1300000	Latn	TZ		Not endangered	False					haya1250	Q35756	
haz	haz	Hazaragi	آزرگی	2200000	Arab	AF		Not endangered	False					haza1239	Q33398	Persian dialect spoken by the Hazara people
hba	hba	Hamba		760000	Latn	CD		Not endangered	False					hamb1245	Q11028905	
hbb	hbb	Huba	Nya Huba	310000	Latn	NG		Not endangered	False					huba1236	Q56290	
hbn	hbn	Heiban		4000	Latn	SD		Vulnerable	False					heib1243	Q35523	
hbu	hbu	Habu		2700	Latn	TL		Definitely endangered	False					habu1241	Q1567033	language spoken in central East Timor
hca	hca	Andaman Creole Hindi		10000		IN		Not endangered	False					anda1280	Q7599417	trade language of the Andaman Islands
hch	hch	Huichol		45000	Latn	MX		Vulnerable	False					huic1243	Q35575	indigenous language of Mexico
hdn	hdn	Northern Haida		14	Latn	CA		Critically endangered	False	hai				nort2938	Q20054484	dialect of Haida, a Canadian/Alaskan indigenous language isolate
hdy	hdy	Hadiyya	ሃድያኛ	250000	Ethi, Latn	ET		Not endangered	False					hadi1240	Q56613	language spoken in Ethiopia
he	heb	Hebrew	עִבְרִית	8700000	Hebr, Latn	IL	Official [IL]	Not endangered	False				iw	hebr1245	Q8141	standard form of the revived Hebrew language spoken today mainly in Israel
hea	hea	Northern Qiandong Miao	Hmub	1200000	Latn	CN		Not endangered	False	hmn				nort2747	Q3138832	
hed	hed	Herdé			Latn	CM, TD		Not endangered	False					herd1236	Q56253	
heg	heg	Helong		14000	Latn	ID		Vulnerable	False					helo1243	Q35432	language in Nusa Tenggara
heh	heh	Hehe	Kihehe	810000	Latn	TZ		Not endangered	False					hehe1240	Q3129390	Bantu language
hei	hei	Heiltsuk		90	Latn	CA		Critically endangered	False					heil1246	Q5699507	Northern Wakashan (Kwakiutlan) language spoken in British Columbia
hem	hem	Hemba	Hemba	180000	Latn	CD		Not endangered	False					hemb1242	Q5711209	
