abandoned	ꯊꯥꯗꯣꯛꯄ
operation	ꯊꯕꯛ ꯑꯃ
opinion	ꯋꯥꯈꯜꯂꯣꯟ
opportunities	ꯈꯨꯗꯣꯡꯆꯥꯕꯁꯤꯡ
opportunity	ꯈꯨꯗꯣꯡꯆꯥꯕ
opposite	ꯑꯣꯟꯅ ꯇꯩꯅꯕ
optimistic	ꯋꯥꯈꯜ ꯆꯥꯎꯕ
optional	ꯈꯟꯕ ꯌꯥꯕ
option	ꯑꯄꯥꯝꯕ ꯈꯟꯅꯕ
orange	ꯀꯣꯝꯂꯥ
order	ꯃꯊꯪ ꯃꯅꯥꯎ
ordinary	ꯏꯆꯝ ꯆꯝꯕ
organization	ꯂꯨꯞ
orientation	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃꯒ ꯆꯨꯅꯅꯕ ꯍꯣꯠꯅꯕ
original	ꯑꯁꯦꯡꯕ
origin	ꯍꯧꯔꯛꯐꯝ
Oromo	ꯑꯣꯔꯣꯃꯣ
orphan	ꯃꯃꯥ ꯃꯄꯥ ꯂꯩꯖꯗꯔꯕ
or	ꯅꯠꯇ꯭ꯔꯒ
otherwise	ꯅꯠꯇ꯭ꯔꯕꯗꯤ
other	ꯑꯇꯣꯞꯄ
Our mission: to enable everyone, everywhere to understand the world and express themselves across languages.	ꯑꯩꯈꯣꯏꯒꯤ ꯄꯥꯟꯗꯝ: ꯃꯤꯑꯣꯏ ꯈꯨꯗꯤꯡꯅ ꯃꯐꯝ ꯑꯃ ꯍꯦꯛꯇꯗꯒꯤ ꯃꯥꯂꯦꯝꯕꯨ ꯈꯪꯍꯟꯗꯨꯅ ꯂꯣꯜ ꯈꯨꯗꯤꯡꯗ ꯃꯁꯥꯒꯤ ꯑꯄꯥꯝꯕ ꯐꯣꯡꯗꯣꯛꯄ ꯉꯝꯍꯟꯕꯅꯤ꯫
Our mission: to organize the world's information and make it universally accessible and useful.	ꯑꯩꯈꯣꯏꯒꯤ ꯄꯥꯟꯗꯝ: ꯃꯥꯂꯦꯝꯒꯤ ꯏ ꯄꯥꯎ ꯑꯁꯤ ꯁꯤꯟꯗꯣꯛꯄ ꯑꯃꯁꯨꯡ ꯃꯁꯤꯕꯨꯨ ꯃꯥꯂꯦꯝ ꯁꯤꯟꯕ ꯊꯨꯡꯅ ꯐꯪꯍꯟꯕ ꯑꯃꯁꯨꯡ ꯀꯥꯟꯅꯕ ꯐꯪꯍꯟꯕꯅꯤ꯫
our	ꯑꯩꯈꯣꯏꯒꯤ
outcome	ꯃꯍꯩ
outfit	ꯐꯤꯔꯣꯜ
outgoing	ꯃꯄꯥꯟ ꯊꯣꯛꯈꯤꯕ
outlet	ꯃꯄꯥꯟ ꯊꯣꯛꯐꯝ
outline	ꯃꯄꯥꯟꯊꯣꯡꯒꯤ ꯂꯩꯏ
outside	ꯃꯄꯥꯟꯗ ꯂꯩꯕ
outstanding	ꯃꯁꯛ ꯊꯣꯛꯄ
out	ꯃꯄꯥꯟ
oven	ꯂꯩꯔꯪ
overall	ꯃꯄꯨꯡ ꯑꯣꯏꯕ
overcome	ꯍꯦꯟꯒꯠꯄ
over there	ꯃꯐ ꯑꯗꯨꯗ
overthinking	ꯍꯦꯟꯅ ꯈꯟꯖꯤꯟꯕ
overwhelmed	ꯂꯥꯛꯍꯠꯄ
overwhelming	ꯄꯨꯛꯅꯤꯡ ꯍꯨꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕ
over	ꯂꯣꯏꯔꯦ
owe	ꯂꯃꯟ ꯇꯣꯟꯕ
owl	ꯃꯀꯨ
owner	ꯃꯄꯨ
own	ꯏꯁꯥꯒꯤ ꯑꯣꯏꯕ
ox	ꯁꯟ ꯂꯥꯕ
pace	ꯈꯣꯡꯊꯥꯡ
package	ꯄꯣꯠꯌꯣꯝ
pack	ꯌꯣꯝꯁꯤꯟꯕ
paid	ꯁꯦꯜ ꯄꯤꯈ꯭ꯔꯦ
painting	ꯑꯌꯦꯛꯄ ꯂꯥꯏ
paint	ꯃꯆꯨ ꯁꯪꯕ
pain	ꯑꯅꯥꯕ
pair	ꯄꯨꯡꯕꯥ
pale	ꯄꯥꯕ
palm	ꯈꯨꯕꯥꯛ
pandemic	ꯂꯥꯏꯆꯠ
panic	ꯄꯥꯈꯠꯄ
pants	ꯈꯣꯡꯒ꯭ꯔꯎꯁꯤꯡ
pan	ꯈꯥꯡ
paper	ꯆꯦ
paradise	ꯁꯋ꯭ꯔꯒ
parallel	ꯈꯝꯕꯔꯥꯡꯅꯕ
pardon	ꯉꯥꯛꯄꯤꯕ
parents	ꯃꯃꯥꯃꯄꯥ
park	ꯂꯝꯄꯥꯛ
parrot	ꯇꯦꯅꯧꯋꯥ
participate	ꯁꯔꯨꯛ ꯌꯥꯕ
particularly	ꯃꯔꯨ ꯑꯣꯏꯅ
particular	ꯑꯈꯟꯅꯕ
partner	ꯈꯣꯡꯂꯣꯏ
party	ꯂꯥꯡꯕ
part	ꯁꯔꯨꯛ
passage	ꯆꯠꯐꯝ
passed	ꯂꯥꯟꯊꯣꯛꯈ꯭ꯔꯕ
passionate	ꯄꯥꯝꯖꯕ
passion	ꯄꯥꯝꯍꯕ
passive	ꯑꯌꯦꯠꯄ ꯂꯩꯇꯅ ꯌꯥꯖꯕ
password	ꯑꯔꯣꯟꯕꯁꯣ
pass	ꯂꯥꯟꯅꯕ
past	ꯍꯧꯈ꯭ꯔꯕ
patch	ꯁꯝꯖꯤꯟꯕ
pathetic	ꯁꯣꯠꯊꯔꯕ
path	ꯂꯝꯕꯤ
patience	ꯈꯪꯡꯕ ꯀꯟꯕ
patient	ꯈꯥꯡꯕ ꯀꯟꯕ
pattern	ꯃꯑꯣꯡ ꯃꯇꯧ
pause	ꯉꯩꯍꯥꯛ ꯂꯦꯞꯄ
pavement	ꯀꯣꯏꯂꯥꯁ ꯊꯥꯕ
payment	ꯁꯦꯜ ꯄꯤꯕ
pay	ꯁꯦ ꯄꯤꯕ
peaceful	ꯇꯪꯗꯨ ꯂꯩꯇꯥꯕ
peace	ꯇꯪꯗꯨ ꯂꯩꯇꯥꯕ
peach	ꯆꯨꯝꯕ꯭ꯔꯩ
peak	ꯃꯇꯣꯟ
pear	ꯅꯥꯁꯄꯇꯤ
peas	ꯍꯋꯥꯏ ꯊꯔꯥꯛ ꯃꯔꯨ
peculiar	ꯇꯣꯉꯥꯟꯕ
peel	ꯃꯀꯨ ꯈꯣꯛꯄ
peers	ꯃꯔꯨꯞ ꯃꯄꯥꯡꯁꯤꯡ
peer	ꯍꯨꯕ ꯐꯪꯕ
pee	ꯌꯨꯡ
pencil	ꯄꯦꯟꯁꯤꯜ
pending	ꯄꯟꯗꯨꯅ ꯂꯩꯕ
pen	ꯀꯣꯂꯣꯝ
people	ꯃꯤꯌꯥꯝ
pepper	ꯃꯣꯔꯣꯛ ꯃꯀꯨꯞ
perceive	ꯚꯥꯕ ꯇꯥꯔꯛꯄ
perception	ꯃꯤꯑꯣꯏ ꯑꯃꯒꯤ ꯃꯤꯠꯌꯦꯡ
perfect	ꯃꯇꯤꯛ ꯆꯥꯕ
performance	ꯄꯥꯡꯊꯣꯛꯇꯨꯅ ꯎꯌꯄ
perform	ꯄꯥꯡꯊꯣꯛꯄ
perhaps	ꯑꯣꯏꯔꯝꯕ ꯌꯥꯏ
period	ꯃꯇꯝ
permanent	ꯃꯇꯝ ꯆꯨꯞꯄꯒꯤ
permission	ꯑꯌꯥꯕ
permit	ꯑꯌꯥꯕ
perseverance	ꯅꯤꯡꯍꯟꯅꯗꯕ
persistent	ꯂꯦꯞꯇꯅ ꯃꯈꯥ ꯆꯠꯊꯕ
personality	ꯃꯤꯑꯣꯏ ꯑꯃꯒꯤ ꯃꯇꯤꯛ ꯃꯒꯨꯟ
personal	ꯃꯁꯥꯒꯤ ꯑꯣꯏꯕ
person	ꯃꯤ
perspective	ꯃꯤꯠꯌꯦꯡ
persuade	ꯊꯦꯝꯕ
pervert	ꯑꯆꯣꯞꯄ
pet	ꯌꯨꯝꯗ ꯂꯣꯏꯕ ꯁꯥ
phase	ꯇꯥꯡꯀꯛ
phenomenon	ꯊꯧꯑꯣꯡ
philosophy	ꯋꯥꯉꯨꯂꯣꯜ
phone	ꯐꯣꯟ
photo	ꯝꯃꯤ
phrase	ꯋꯥꯍꯩ ꯀꯡꯂꯨꯞ
physical	ꯍꯛꯆꯥꯡꯒꯤ ꯑꯣꯏꯕ
pick up	ꯂꯧꯈꯠꯄ
pick	ꯈꯟꯕ
picture	ꯃꯃꯤ
pieces	ꯃꯆꯦꯠꯁꯤꯡ
piece	ꯃꯆꯦꯠ
pigeon	ꯈꯨꯅꯨ
pig	ꯑꯣꯛ
pile	ꯃꯄꯩ
pillow	ꯃꯣꯟ
pilot	ꯑꯦꯔꯣꯄ꯭ꯂꯦꯟ ꯄꯥꯏꯕ ꯃꯤꯥꯑꯣꯏ
pineapple	ꯀꯤꯍꯧꯝ
pink	ꯂꯩ ꯃꯆꯨ
pin	ꯊꯦꯠꯆꯤꯟꯕ
pitch	ꯍꯨꯟꯅꯕ
pity	ꯃꯤꯅꯨꯡꯁꯤ ꯄꯣꯛꯄ
pit	ꯀꯣꯡꯀꯨꯠ
places	ꯃꯐꯝꯁꯤꯡ
place	ꯃꯐꯝ
plague	ꯄꯥꯛꯇꯛꯟꯅ ꯁꯟꯗꯣꯛꯄ ꯂꯥꯏꯅꯥꯅ ꯅꯥꯕ
plain	ꯇꯝꯄꯥꯛ
plane	ꯑꯅꯥꯟꯕ ꯂꯩꯃꯥꯏ
plants	ꯄꯥꯝꯕꯤꯁꯤꯡ
plant	ꯄꯥꯝꯕꯤ
plan	ꯊꯧꯔꯥꯡ
plate	ꯄꯨꯈꯝ
platform	ꯐꯝꯕꯥꯛ
playing	ꯁꯥꯅꯔꯤ
play	ꯁꯥꯟꯅꯕ
pleasant	ꯅꯤꯡꯊꯤꯕ
pleased	ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯕ
please	ꯆꯥꯟꯕꯤꯗꯨꯅꯥ
pleasure	ꯅꯨꯡꯉꯥꯏꯕ ꯐꯪꯕ
pledge	ꯋꯥꯁꯛ ꯁꯛꯄ
plenty	ꯌꯥꯝꯅ ꯂꯩꯕ
plot	ꯊꯧꯔꯥꯡ
plug	ꯅꯝꯁꯤꯟꯕ
plumber	ꯄꯥꯏꯞ ꯁꯦꯝꯕ ꯃꯤ
plum	ꯍꯩꯈꯥ
plural	ꯑꯃꯗꯒꯤ ꯍꯦꯟꯕ
poem	ꯁꯩꯔꯦꯡ
poetry	ꯁꯩꯔꯦꯡ
point	ꯈꯨꯠ ꯊꯤꯟꯗꯨꯅ ꯇꯥꯛꯄ
poison	ꯍꯨ
police	ꯄꯨꯂꯤꯁ
policy	ꯡꯧꯁꯤꯜ ꯊꯧꯔꯥꯡ
polite	ꯆꯝꯊꯣꯛꯄ
pollution	ꯃꯣꯠꯁꯤꯟꯍꯟꯕ
pond	ꯄꯨꯈ꯭ꯔꯤ
pool	ꯄꯨꯈ꯭ꯔꯤ
poop	ꯑꯃꯥꯡꯕ
poor	ꯂꯥꯏꯔꯕ
popular	ꯃꯃꯤꯡ ꯆꯠꯄ
population	ꯃꯤꯁꯤꯡ
pop	ꯊꯣꯛꯂꯛꯄ
pork	ꯑꯣꯛꯁꯥ
porridge	ꯑꯅꯉꯕꯡꯆꯥꯈ
port	ꯍꯤꯊꯥꯡꯐꯝ
position	ꯊꯥꯛ
positive	ꯑꯐꯕ
possession	ꯃꯁꯥꯒꯤ ꯑꯣꯏꯅ ꯂꯩꯕ
possessive	ꯈꯝꯕꯜ ꯆꯥꯎꯕ
possess	ꯂꯧꯁꯤꯟꯕ
possible	ꯑꯣꯏꯊꯣꯛꯄ ꯌꯥꯕ
postpone	ꯌꯩꯊꯣꯛꯄ
post	ꯌꯨꯝꯕꯤ
potato	ꯑꯂꯨ
potential	ꯃꯇꯤꯛ ꯂꯩꯚ
pound	ꯑꯔꯨꯝꯕ ꯑꯣꯟꯕꯒꯤ ꯄꯊꯥꯞ ꯑꯃ
poverty	ꯂꯥꯏꯔꯕ
powerful	ꯃꯄꯥꯡꯒꯜ ꯂꯩꯕ
power	ꯄꯥꯡꯒꯜ
practical	ꯊꯕꯛ ꯑꯣꯏꯅ ꯄꯥꯡꯊꯣꯛꯄ ꯌꯥꯕ
practice	ꯍꯣꯠꯅꯕ
praise	ꯊꯥꯒꯠꯄ
prank	ꯊꯕꯛ ꯑꯣꯏꯅ ꯄꯥꯡꯇꯣꯛꯄ ꯐꯥꯒꯤ
pray	ꯂꯥꯏ ꯈꯨꯔꯨꯝꯕ
precious	ꯃꯃꯜ ꯇꯥꯡꯕ
precisely	ꯆꯞ ꯆꯥꯅ
precise	ꯆꯞ ꯆꯥꯅ
predict	ꯍꯥꯟꯅꯅ ꯇꯥꯛꯄ
preference	ꯑꯄꯥꯝꯕ
prefer	ꯄꯥꯝꯕ
pregnant	ꯃꯤꯔꯣꯟꯕꯤ
prejudice	ꯈꯟꯊꯗꯅ ꯑꯅꯤꯡꯕꯅ ꯂꯝꯖꯤꯡꯕ
premises	ꯃꯐꯝ
premium	ꯑꯐꯕ ꯀꯥꯡꯂꯨꯞꯀꯤ ꯃꯅꯨꯡ ꯆꯟꯕ
preparation	ꯁꯦꯝ ꯁꯥꯕ
prepared	ꯁꯦꯝ ꯁꯥꯕ ꯂꯣꯏꯔꯕ
prepare	ꯁꯦꯝ ꯁꯥꯕ
preposition	ꯅꯥꯎꯟ, ꯄ꯭ꯔꯅꯥꯎꯟꯒꯤ ꯃꯃꯥꯡꯗ ꯁꯤꯖꯤꯅꯕ ꯋꯥꯍꯩ
presence	ꯂꯩꯗꯨꯅ
presentation	ꯂꯥꯟꯊꯣꯛꯄ
present	ꯍꯧꯖꯤꯛ
preserve	ꯌꯣꯛꯈꯠꯄ
president	ꯔꯥꯁꯇ꯭ꯔꯄꯇꯤ
pressure	ꯅꯝꯊꯕꯒꯤ ꯆꯥꯡ
press	ꯅꯝꯕ
pretend	ꯇꯧꯁꯤꯟꯅꯕ
pretty	ꯐꯖꯕ
prevent	ꯊꯤꯡꯕ
previous	ꯃꯃꯥꯡꯒꯤ
prey	ꯑꯇꯣꯞꯄꯅ ꯂꯥꯏꯅ ꯅꯝꯊꯥꯛ ꯇꯧꯕꯤꯕ
price	ꯃꯃꯜ
pride	ꯅꯥꯄꯜ
priest	ꯄꯟꯗꯤꯠ
primary	ꯃꯔꯨ ꯑꯣꯏꯕ
prime	ꯃꯔꯨ ꯑꯣꯏꯕ
princess	ꯅꯤꯡꯊꯧ ꯃꯆꯥꯅꯨꯄꯤ
principal	ꯁꯦꯜꯂꯦꯞ
priority	ꯑꯍꯥꯟꯕ ꯃꯤꯠꯌꯦꯡ ꯊꯝꯕ
prior	ꯃꯥꯡꯖꯧꯅꯅ
prison	ꯐꯥꯗꯣꯛꯁꯪ
privacy	ꯑꯔꯣꯟꯑꯊꯨꯞ
private	ꯂꯟꯅꯥꯏ
privilege	ꯈꯨꯗꯣꯡꯆꯥꯕ ꯐꯪꯕ
prize	ꯝꯅꯥ
probably	ꯑꯣꯏꯊꯣꯛꯄ ꯌꯥꯕ
problem	ꯁꯤꯡꯅꯕ
procedure	ꯊꯧꯑꯣꯡ
proceed	ꯃꯈꯥ ꯆꯠꯊꯧ
process	ꯊꯧꯑꯣꯡ
produce	ꯄꯨꯊꯣꯛꯄ
production	ꯄꯨꯊꯣꯛꯄ
product	ꯄꯣꯠꯊꯣꯛ
professional	ꯁꯤꯟꯐꯝꯒꯤ ꯑꯣꯏꯕ
profession	ꯁꯤꯟꯐꯝ
profile	ꯃꯤꯑꯣꯏ ꯑꯃꯒꯤ ꯁꯝꯂꯞꯄ ꯋꯥꯔꯣꯜ
profit	ꯁꯦꯟꯗꯣꯡ
profound	ꯀꯥꯎꯔꯔꯣꯏꯗꯕ
progress	ꯈꯨꯃꯥꯡ ꯆꯥꯎꯁꯤꯟꯕ
project	ꯊꯕꯛ ꯑꯆꯧꯕ
prominent	ꯁꯛꯅꯥꯏꯕ
promise	ꯋꯥꯁꯛꯄ
promote	ꯊꯥꯛ ꯋꯥꯡꯈꯠꯍꯟꯕ
promotion	ꯈꯨꯃꯥꯡ ꯆꯥꯎꯁꯤꯜꯍꯟꯕ
prompt	ꯇꯥꯛꯄ
prone	ꯎꯄꯄ꯭ꯔꯥꯡꯅꯅ ꯍꯤꯞꯄ
pronouns	ꯃꯤꯉꯒꯤ ꯃꯍꯨꯠ ꯁꯤꯟꯕ
pronunciation	ꯋꯥꯉꯥꯡ
proof	ꯁꯥꯈꯤ
properly	ꯃꯑꯣꯡ ꯆꯨꯝꯅ
properties	ꯂꯟꯊꯨꯝꯁꯤꯡ
property	ꯂꯟ ꯊꯨꯝ
proper	ꯃꯑꯣꯡ ꯆꯨꯝꯕ
proposal	ꯋꯥꯍꯧꯗꯣꯛ
prospect	ꯀꯥꯟꯅꯕꯒꯤ ꯃꯇꯤꯛ ꯂꯩꯕ
prosperity	ꯅꯨꯡꯉꯥꯏ ꯌꯥꯏꯐꯕ
prosperous	ꯅꯨꯡꯉꯥꯏ ꯌꯥꯏꯐꯕ
protect	ꯉꯥꯛꯊꯣꯛꯄ
proud	ꯆꯥꯎꯊꯣꯛꯆꯕ
prove	ꯎꯠꯄ
provided	ꯄꯤꯔꯕ
provide	ꯄꯤꯕ
province	ꯂꯝꯗꯝ ꯑꯃ
provision	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃ ꯁꯤꯖꯤꯟꯅꯅꯕ ꯄꯤꯕ
puberty	ꯃꯄꯨꯡ ꯃꯔꯩ ꯐꯥꯔꯛꯄ
public	ꯃꯤꯌꯥꯝ
pull	ꯆꯤꯡꯕ
pumpkin	ꯃꯥꯏꯔꯦꯟ
punctual	ꯃꯇꯝ ꯅꯥꯏꯕ
pupil	ꯃꯍꯩꯔꯣꯏ
purchase	ꯂꯩꯕ
pure	ꯑꯁꯦꯡꯕ
purple	ꯈꯥꯃꯦꯟ ꯃꯆꯨ
purpose	ꯄꯥꯟꯗꯝ
purse	ꯁꯦꯟꯒꯥꯎ
pursue	ꯇꯥꯟꯅꯕ
pursuit	ꯇꯥꯟꯅꯕ
push	ꯏꯟꯕ
put	ꯊꯃꯕ
qualification	ꯃꯍꯩꯒꯤ ꯊꯥꯛ
quality	ꯃꯒꯨꯟ
quantity	ꯆꯥꯡ
quarantine	ꯀ꯭ꯋꯔꯦꯟꯇꯥꯏꯟ
quarrel	ꯈꯠꯅꯕ
quarter	ꯃꯔꯤ ꯊꯣꯛꯄꯒꯤ ꯑꯃ
Quechua	ꯀ꯭ꯋꯦꯆꯥ
queen	ꯃꯍꯥꯔꯥꯅꯤ
queer	ꯇꯣꯉꯥꯟꯕ
query	ꯋꯥꯍꯪ
question	ꯋꯥꯍꯪ
queue	ꯃꯔꯤꯡ ꯅꯥꯏꯕ
quickly	ꯌꯥꯝꯅ ꯊꯨꯅ
quick	ꯊꯨꯅꯥ
quiet	ꯇꯨꯃꯤꯟꯅꯥ ꯂꯩꯕ
quilt	ꯐꯩꯖꯨꯞ ꯑꯇꯥꯕ
quite	ꯃꯄꯨꯡ ꯐꯥꯕ
quit	ꯇꯣꯛꯄ
quiz	ꯋꯥꯍꯪ ꯄꯥꯎꯈꯨꯝ
quotes	ꯆꯞ ꯆꯥꯅ ꯄꯟꯗꯨꯅꯥ ꯍꯥꯏꯕ
quote	ꯄꯟꯕ
rabbit	ꯊꯦꯕ
race	ꯂꯝꯖꯦꯜ ꯇꯥꯟꯅꯕ
rage	ꯁꯥꯎꯕ
rain	ꯅꯣꯡ
raised	ꯌꯣꯛꯂꯛꯈꯤꯕ
raise	ꯄꯨꯈꯠꯄ
random	ꯇꯣꯏꯅ ꯊꯣꯛꯇꯕ
range	ꯆꯥꯡ
ran	ꯆꯦꯜꯂꯝꯃꯤ
rapidly	ꯌꯥꯝꯅ ꯊꯨꯅ
rapid	ꯈꯣꯡꯖꯦꯜ ꯌꯥꯡꯕꯒꯤ ꯃꯇꯧ
rarely	ꯇꯍꯥꯅ
rare	ꯑꯇꯥꯡꯕ
rash	ꯍꯨꯕꯥꯠꯄ
rate	ꯃꯃꯜ
rather	ꯃꯗꯨꯒꯤ ꯃꯍꯨꯠꯇ
rational	ꯑꯆꯨꯝꯕ ꯋꯥꯐꯝꯗ ꯌꯨꯝꯐꯝ ꯑꯣꯏꯕ
rat	ꯎꯆꯤ
raw	ꯑꯍꯤꯛꯕ
reached	ꯌꯧꯔꯕ
reach	ꯌꯧꯕ
reaction	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃꯒꯤ ꯄꯥꯎꯈꯨꯝ
reading	ꯄꯥꯔꯤꯕ
ready	ꯁꯦꯝ ꯁꯥꯗ ꯂꯣꯏꯔꯕ
read	ꯄꯥꯕ
reality	ꯇꯁꯦꯡꯕ
realized	ꯈꯪꯂꯛꯄ
realize	ꯈꯪꯂꯛꯄ
really	ꯇꯁꯦꯡꯅ
real	ꯑꯁꯦꯡꯕ
rear	ꯃꯌꯥꯏ
reasonable	ꯃꯔꯝ ꯆꯥꯕ
reason	ꯃꯔꯝ
recall	ꯍꯟꯅ ꯅꯤꯡꯁꯤꯡꯕ
receipt	ꯆꯦꯅꯤꯡ
received	ꯐꯪꯈ꯭ꯔꯕ
receive	ꯐꯪꯕ
recently	ꯍꯟꯗꯛꯇ
recent	ꯏꯀꯨꯏ ꯀꯨꯏꯗꯅ
reception	ꯇꯔꯥꯝꯅ ꯑꯣꯛꯄꯒꯤ ꯊꯧꯑꯣꯡ
recipe	ꯆꯤꯟꯖꯥꯛ ꯊꯣꯡꯕꯒꯤ ꯄꯥꯎꯇꯥꯛ
reckless	ꯆꯦꯛꯁꯤꯟꯗꯕ
recognition	ꯁꯛꯈꯪꯕ
recognize	ꯁꯛꯈꯪꯕ
recommended	ꯌꯥꯔꯦ ꯇꯥꯛꯂꯕ
recommend	ꯇꯥꯛꯄ
record	ꯊꯝꯖꯤꯜꯂꯕ ꯋꯥꯐꯝ
recovery	ꯐꯒꯠꯂꯛꯄ
recover	ꯐꯒꯠꯂꯛꯄ
rectangle	ꯃꯃꯥꯏ ꯃꯔꯤꯅꯥ ꯀꯣꯏꯁꯤꯟꯕ ꯃꯑꯣꯡ ꯃꯇꯧ ꯑꯃ
redeem	ꯃꯍꯨꯠ ꯁꯤꯟꯗꯣꯛꯄ
redemption	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃ ꯑꯃꯨꯛ ꯍꯟꯅ ꯐꯪꯕ
reduce	ꯍꯟꯊꯕ
redundant	ꯃꯊꯧ ꯇꯥꯗ꯭ꯔꯕ
red	ꯑꯉꯥꯡꯕ
reference	ꯆꯥꯡꯗꯝꯅꯕ
refer	ꯇꯥꯛꯕ
reflection	ꯝꯃꯤ ꯇꯥꯕ
reflect	ꯊꯛꯇꯣꯛꯄ
refrain	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃ ꯇꯧꯕꯗꯒꯤ ꯊꯤꯡꯕ
refund	ꯍꯟꯗꯣꯛꯄ
refused	ꯑꯌꯥꯕ ꯄꯤꯗꯕ
refuse	ꯌꯥꯅꯤꯡꯗꯕ
regarding	ꯃꯔꯤ ꯂꯩꯟꯅ
regardless	ꯃꯔꯤ ꯂꯩꯅꯗꯕ
regards	ꯏꯀꯥꯏ ꯈꯨꯝꯅꯕ
regard	ꯏꯀꯥꯏ ꯈꯨꯝꯅꯕ
region	ꯃꯐꯝ
register	ꯃꯤꯡ ꯆꯟꯕ
regret	ꯄꯦꯟꯗꯕ
regularly	ꯃꯇꯝ ꯅꯥꯏꯅ
regular	ꯆꯥꯡ ꯅꯥꯏꯕ
reject	ꯈꯠꯇꯣꯛꯄ
related	ꯃꯔꯤ ꯂꯩꯅꯕ
relate	ꯃꯔꯤ ꯂꯩꯅꯍꯟꯕ
relationship	ꯃꯔꯤ
relatives	ꯃꯔꯤ ꯃꯇꯥꯁꯤꯡ
relative	ꯃꯔꯤ ꯃꯇꯥ
relax	ꯄꯣꯊꯥꯎ
released	ꯐꯣꯡꯈ꯭ꯔꯕ
release	ꯊꯥꯗꯣꯛꯄ
relevant	ꯃꯔꯤ ꯂꯩꯅꯕ
reliable	ꯊꯥꯖꯕ ꯌꯥꯕ
relief	ꯄꯣꯊꯥꯕ
relieved	ꯑꯋꯥꯕ ꯀꯣꯛꯄ
relieve	ꯄꯣꯊꯥꯕ ꯐꯪꯕ
religion	ꯂꯥꯏꯅꯤꯉ
religious	ꯙꯔꯃꯗ ꯊꯋꯥꯏ ꯌꯥꯎꯕ
reluctant	ꯈꯅꯖꯥꯅꯕ
rely	ꯃꯈꯥ ꯄꯣꯟꯕ
remaining	ꯂꯦꯝꯍꯧꯔꯤꯕ
remain	ꯂꯦꯝꯍꯧꯕ
remarkable	ꯄꯨꯛꯅꯤꯡ ꯆꯤꯡꯁꯤꯟꯕ
remedy	ꯂꯥꯏꯅꯥ ꯑꯃꯒꯤ ꯂꯥꯏꯌꯦꯡ
remember	ꯅꯤꯡꯁꯤꯡꯕ
reminder	ꯅꯤꯡꯁꯤꯡꯍꯟꯕ
remind	ꯅꯤꯡꯁꯤꯡꯍꯟꯕ
remote	ꯃꯅꯨꯡ ꯍꯝꯖꯤꯟꯕ
remove	ꯂꯧꯊꯣꯛꯄ
render	ꯄꯤꯕ
rent	ꯁꯥꯟꯗꯣꯛꯄ
repair	ꯁꯦꯝꯖꯤꯟꯕ
repeat	ꯍꯟꯖꯤꯟꯕ
replace	ꯃꯍꯨꯠ ꯁꯤꯟꯕ
reply	ꯄꯥꯎꯈꯨꯝ ꯄꯤꯕ
report	ꯄꯥꯎꯗꯝꯕ
represent	ꯃꯤꯍꯠ ꯁꯤꯟꯕ
reputation	ꯃꯤꯌꯥꯝꯅ ꯏꯀꯥꯏ ꯈꯨꯝꯅꯕꯤꯕ
request	ꯍꯥꯏꯖꯕ
required	ꯃꯊꯧ ꯇꯥꯕ
require	ꯃꯊꯧ ꯇꯥꯕ
rescue	ꯀꯅꯕ
research	ꯊꯤꯒꯠꯄ
resemble	ꯃꯥꯟꯅꯕ
resentment	ꯌꯥꯅꯤꯡꯗꯕꯒꯤ ꯆꯥꯡ
reservation	ꯃꯐꯝ ꯈꯥꯛꯆꯤꯟꯕ
reserve	ꯈꯥꯛꯇꯨꯅ ꯊꯝꯕ
resident	ꯃꯐꯝ ꯑꯃꯗ ꯂꯩꯔꯤꯕ ꯃꯤ
resign	ꯏꯁꯥꯅ ꯌꯥꯅ ꯐꯝ ꯊꯥꯗꯣꯛꯄ
resilience	ꯅꯤꯛꯍꯟꯅꯗꯕ
resilient	ꯅꯤꯡꯍꯟꯅꯗꯕ
resistance	ꯑꯊꯤꯡꯕ ꯄꯤꯕ
resist	ꯈꯪꯍꯟꯗꯕ
resolution	ꯋꯥꯔꯦꯞ
resolve	ꯋꯥꯔꯦꯞ ꯂꯧꯕ
resort	ꯃꯇꯝ ꯂꯦꯟꯐꯝ
resources	ꯍꯧꯔꯛꯐꯝ
respect	ꯏꯀꯥꯏ ꯈꯨꯝꯅꯕ
respond	ꯈꯨꯝꯕ
response	ꯄꯥꯎꯈꯨꯝ
responsibility	ꯊꯧꯗꯥꯡ
responsible	ꯊꯧꯗꯥꯡ ꯂꯩꯕ
restaurant	ꯆꯥꯐꯝ
rest in peace	ꯊꯋꯥꯏꯅ ꯁꯥꯟꯇꯤ ꯑꯣꯏꯅ ꯂꯩꯌꯨꯀꯣ
restore	ꯑꯃꯨꯛ ꯍꯟꯖꯤꯟꯕ
restrict	ꯑꯊꯤꯡꯕ ꯊꯝꯕ
rest	ꯄꯣꯊꯥꯕ
