ၼိူင်ႈဢၼ်	a
တိူၵ်ႈဝႆႉငိုၼ်း	safe
လွတ်ႈၽေး	safe
ဝိၼ်လွတ်ႈၽေး	safe flight
လွတ်ႈၽေး	safety
မီးတၢင်းဝူၼ်ႉလီ	sage
လၢတ်ႈ	said
ႁေႃႈႁိူဝ်းလူမ်း	sail
ဝၢႆႈႁိူဝ်းလူမ်း	sailing
လဝ်ႈၸပၢၼ်ႇ	sake
ငိုၼ်းလိူၼ်	salary
ၶၢႆ	sale
ပႃသႄႇမုၼ်ႇ	salmon
ၵိူဝ်	salt
မိူၼ်ၵၼ်	same
တီႈၼႆႈၵေႃႈမိူၼ်ယဝ်ႉ	Same here
တူဝ်ယၢင်ႇ	sample
သၢႆး	sand
ၶိူဝ်းသၢၼ်းသၶရိတ်ႉ	Sanskrit
တၢၼ်ႈၵၵ်ႉ	sarcastic
ဢမ်ႇသၢင်းၽႂ်	sassy
ၼင်ႈ	sat
ပဵင်းပေႃး	satisfaction
ပဵင်းပေႃး	satisfied
လႅၵ်ႈသၢၵ်ႈၸႂ်	satisfy
လႅၵ်ႈသၢၵ်ႈၸႂ်	satisfying
ဝၼ်းသဝ်	Saturday
သႆႈယဵတ်ႈ	sausage
လိူင်း	savage
ၵဵဝ်ႇၶေ	save
ႁၼ်	saw
လၢတ်ႈ	say
တၢင်းတႅၵ်ႈ	scale
လွၵ်းလိင်ႉ	scam
ၵူၼ်းလိူင်း	scam
ႁွၺ်းဢၢတ်ႉ	scar
ယၢပ်ႇယၢပ်ႇယိၼ်းယိၼ်း	scarce
လီၵူဝ်	scared
ၽႃႈပၢႆႉၶေႃး	scarf
လီၵူဝ်	scary
ၸႅၵ်ႇၸုမ်း	scattered
ဢွင်ႈတီႈပဵၼ်ၼၼ်ႉ	scene
လႅၼ်ႊမုင်ႈၾိင်ႈငၢမ်း	scenery
ဢၢႆႊႁွမ်	scent
ၶပ်ႉမၢႆ	schedule
ႁူင်းႁဵၼ်း	school
ပၢႆးသၢႆႊ	science
ၸဝ်ႈပၢႆးသၢႆႊ	scientist
ၸဝ်ႈပၢႆးသၢႆႊ	scientists
ၵိမ်း	scissors
မေႃး	scold
တၢင်းႁၼ်	scope
မၢႆဝၢၵ်ႈ	score
ပိတ်းပွတ်း	scrap
တိူၼ်ႇ	scratch
သႅၼ်ႇႁွင်ႉ	scream
ၼႃႈပဵင်း	screen
သႆႈမူ	screw
ထႅဝ်လိၵ်ႈၵႂၢမ်းလၢတ်ႈ	script
ပၢင်ႇလၢႆႇ	sea
မူၼ်ႈ	seal
သွၵ်ႈႁႃ	search
ၾိင်ႈၾႃႉ	season
တီႈၼင်ႈ	seat
သိၵ်ႈ	second
လွင်ႈသိူင်ႇသိမ်း	secret
ပွတ်းတွၼ်ႊ	section
လွတ်ႈၽေး	secure
လွင်ႈႁူမ်ႇလူမ်ႈ	security
ႁၼ်	see
ၵွၺ်ႈထူပ်းၵၼ်	see you
ၵွၺ်ႈထူပ်းၵၼ်	see you later
ၵွၺ်ႈထူပ်းၵၼ်	see you soon
မိူဝ်ႈၽုၵ်ႈထူပ်းၵၼ်	see you tomorrow
မဵတ်ႉၾၼ်း	seed
ႁၼ်ယဝ်ႉ	seek
ႁၼ်	seem
ႁၼ်	seems
ႁၼ်	seen
ၺွပ်း	seize
ၺွပ်း	seizure
မၢင်ႊပွၵ်ႈ	seldom
လိူၵ်ႈ	select
ႁင်းၵွၺ်း	self
ယႃတူဝ်ၸဝ်ႈၵဝ်ႇ	self healing
ႁၼ်ပုၼ်ႈသုၼ်ႇတူဝ်	selfish
ၶၢႆ	sell
သူင်ႇ	send
သူင်ႇပၼ် ၶႅပ်းႁၢင်ႊသူလူး	send me your picture
ၸၼ်ႉယႂ်ႇ	senior
ၶုၺ်ႉႁူႉ	sense
ဝူၼ်ႉ	sensible
တိူဝ်ႉဢမ်ႇလႆႈ	sensitive
သူင်ႇ	sent
တူၼ်ႈထႅဝ်ႈ	sentence
တူၼ်ႈထႅဝ်	sentences
ၶၼ်ႈဝႆႉ	separate
ၸႅၵ်ႇဝႆႉ	separate
ၶိူဝ်းသႄႉပတီႇ	Sepedi
လိူၼ်ၵဝ်ႈ	september
လွၵ်းၸိူင်း	sequence
ၶပ်ႉမၢႆ	sequence
ပဵၼ်သွၺ်ႈ	series
ဝူၼ်ႉလိုၵ်ႉ	serious
တေႉတေႉ	seriously
ႁဵတ်းလဵင်ႉ	serve
ၸွင်းၸေး	service
ပၢင်ၵုမ်သၽႃး	session
ၶပ်းသၢင်ႈ	set
ပဵၼ်ၸုမ်ႇ	set
ႁဵတ်းသၢင်ႈ	set up
တီႈမႄး	setting
ယဝ်ႉတူဝ်ႈ	settle
ၸဵတ်း	seven
သိပ်းၸဵတ်း	seventeen
ၸဵတ်းသိပ်း	seventy
ၼမ်ၼမ်လၢႆလၢႆ	several
ႁၢဝ်ႈ	severe
သွၺ်	sew
သျိူဝ်ႇ	sh
ႁူမ်ႈ	shade
ႁူမ်ႈ	shadow
ၶဝ်ႇ	shake
တေလႆႈ	shall
ဢိုၼ်	shallow
တိုၼ်ႈ	shallow
တၢင်းဢၢႆ	shame
တႆး	Shan
ႁၢင်ႊလႅမ်ႊ	shape
ပိုၼ်ႊၽႄ	share
ၽၢႆ	sharp
မၼ်းၼၢင်း	she
မၼ်းမီး	she has
မၼ်းပဵၼ်	she is
လၢႆႊၶၢပ်ႈ	shed
တူဝ်း	sheep
မၢင်ႊၸေႈ	sheet
ၶဵင်ႇ	shelf
ၵၢပ်ႇႁွၺ်	shell
ႁေႉၵင်ႈ	shelter
ၵၢပ်ႇႁေႉ	shield
ၶၢႆႉလၢႆႊ	shift
ပိူင်း	shine
ႁိူဝ်း	ship
ဢွၵ်ႇႁိူဝ်း	shipping
သိူဝ်ႈသိူတ်ႉ	shirt
သွၵ်းတိၼ်	shoes
ယိုဝ်း	shoot
ႁၢၼ်ႉၶၢႆၶွင်	shop
ၸၢႆႇၵၢတ်ႇ	shopping
ႁၢတ်ႇသၢႆးပၢင်ႇလၢႆႇ	shore
ပွတ်း	short
လူဝ်ဝႆႉ	shortage
ပိုတ်း	shot
ယိုဝ်းၵွင်ႈ	shot
ထုၵ်ႇလီ	should
ႁူဝ်မႃႇ	shoulder
ပၢဝ်ႇ	shout
ၼေ	show
ပၢင်ပွၺ်းၼေ	show
ၼေႁဝ်းလူး	show me
ဢၢပ်ႇၼမ်ႉ	shower
ၵုင်ႈ	shrimp
ႁူတ်း	shrink
ဢိုတ်း	shut
ဢိုတ်းသူပ်း	shut up
ဢၼ်ဢၢႆ	shy
ပီႈၼွင်ႉ	sibling
ပီႈၼွင်ႉ	siblings
ၼၢဝ်	sick
ၸွမ်းပႃႈၸွမ်းၽၢႆႇ	side
ၶၢင်ႈ	side
မဵတ်ႇမၢႆ	sigh
ဢႃႇႁူင်ႇႁၼ်	sight
တႃႈမုင်ႈႁၼ်	sightseeing
လူင်းလၢႆးမိုဝ်း	sign
လၢႆးမိုဝ်း	signature
ဢၼ်လၢၵ်ႇလၢႆး	significant
တဵတ်ႇယဵၼ်	silence
တဵတ်ႇယဵၼ်	silent
မၼ်ႈလၢႆႈ	silk
ၶလႅၵ်ႉ	silly
ငိုၼ်း	silver
မိူၼ်ၵၼ်	similar
ယူဝ်းယူဝ်း	simp
ၽဵၼ်ႈၽဵၼ်ႈ	simple
ပဵၼ်ၶၢဝ်းလဵဝ်	simultaneously
တႄႇၼၼ်ႉမႃး	since
ဢမ်ႇၵျႃး	sincere
ဢမ်ႇၵျႃး	sincerely
ႁွင်ႉၵႂၢမ်း	sing
ၽူႈႁွင်ႉၵႂၢမ်း	singer
ၵေႃႉလဵဝ်	single
ၶဵင်ႇၼမ်ႉ	sink
ၸူမ်	sink
သြႃႇ	Sir
ပီႈသၢဝ်	sister
ၼွင်ႉပႂ်ႉ	sister in law
ၼင်ႈ	sit
ၼႃႈလိၼ် တီႈမၵ်းမၼ်ႈယဝ်ႉ	site
လႅၼ်ႊတီႈ	situation
ငဝ်းလၢႆး	situation
ႁူၵ်း	six
သိပ်းႁူၵ်း	sixteen
ႁူၵ်းသိပ်း	sixty
တၢင်းယႂ်ႇ	size
လမ်ႉၵတ်ႉ	skill
လမ်ႉၵတ်ႉ	skills
ၽိဝ်ၼိူဝ်ႉ	skin
ၼိူဝ်ႉႁေႃႇလုပ်ႇ	skinny
ၶၢမ်ႈပႅတ်ႈ	skip
သိၼ်ႈၵပူင်း	skirt
တွင်ႉၾႃႉ	sky
ၶီႈၶႃႈ	slave
ၼွၼ်း	sleep
ၼွၼ်းဝႆႉ	sleeping
ၼွၼ်းဝၢၼ်	sleepy
ၶႅၼ်သိူဝ်ႈ	sleeve
ႁဵတ်းမၢင်ႊမၢင်ႊ	slice
ၶႅပ်း	slice
ထူၸၼ်း	slide
ဢိတ်းဢွၼ်ႇ	slightly
သေးသွၺ်ႇ	slim
ပလၢတ်ႈ	slip
ၸၼ်း	slope
ႁူးသႂ်ႇငိုၼ်း	slot
ထိူင်း	slow
ထိူင်းထိူင်း	slowly
လဵၵ်ႉ	small
လႅတ်း	smart
ၼူမ်	smell
ဢၢႆႊသႅဝ်	smell
ယုမ်ႉ	smile
လုတ်ႇလႅၼ်းယႃႈ	smoke
လိူမ်ႈလႆ	smooth
တၢင်းၵိၼ်လဵၼ်ႈ	snack
ႁွၺ်	snail
ငူး	snake
ၸၵ်ႉဢဝ်	snap
မူၺ်	snow
ပေႃႉၼၼ်	so
လီႁၵ်ႉထူၼ်ႈ	so cute
ၵႆၼႃႇ	so far
ၽေႃႉ	soak
ၵွၼ်ႈသီ	soap
ထိင်းတူဝ်ၵဝ်ႇ	sober
မၢၵ်ႇၼင်ႈလွမ်ႊ	soccer
တူင်ႇၵူၼ်း	social
တူင်ႇၵူၼ်း	society
ဝႃႇတိၼ်	socks
ဢူၼ်ႈဢွၼ်ႇ	soft
သွပ်ႉဝႄး	software
လိၼ်	soil
ၶၢႆ	sold
ၶၢႆဢွၵ်ႇ	sold out
လုၵ်ႈသိုၵ်း	soldier
ၽႃႇတိၼ်	sole
ၶူဝ်းၵွၼ်ႈ	solid
ၶေႃႈၵေႈၶႆႈ	solution
ၵေႈၶႆႈ	solve
မၢင်ဢၼ်	some
သေၵေႃႉၵေႃႉ	somebody
လၢႆးလႂ်ၵေႃႈယဝ်ႉ	somehow
သေၵေႃႉၵေႃႉ	someone
သေလွင်ႈလွင်ႈ	something
သေၶၢဝ်းၶၢဝ်း	sometimes
ၵႂၢမ်း	song
ဢမ်ႇႁိုင်သင်	soon
တူဝ်ထူပ်း	sophisticated
ၶိုတ်းၵၢပ်ႈ	sophisticated
ၶိူဝ်းသေႃႇရႅၼ်ႇၼီႇ	Sorani
တၢင်းၸဵပ်း	sore
ၸဵပ်း	sore
ၶေႃးၸဵပ်း	sore throat
တုၵ်ႉၸႂ်	sorrow
ၶႂၢင်းပၼ်ဢိတ်းၼိုင်ႈၶႃႈ	Sorry
မဵဝ်းမိူၼ်	sort
သွၵ်ႈႁႃ	sought
ၶႂၼ်ငဝ်း	soul
ဢူၺ်းၵေႃႉ ၸႂ်မိူၼ်	soulmate
သဵင်	sound
ထၢင်ႊ	soup
သူမ်ႈ	sour
ငဝ်ႈတိုၼ်း	source
ၽၢႆႇၸၢၼ်း	south
ၵွင်းၵၢင်ႇ	space
လိၵ်ႈဢမ်ႇပႆႇလႆႈၶႂၢင်ႉ	spam
တႅၵ်ႈ	span
ၵႂၢမ်းသပဵင်ႇ	Spanish
လိူဝ်ဝႆႉ	spare
ဢၼ်လိူဝ်	spare
လၢတ်ႈ	speak
ဢၼ်ၶိုၵ်ႉ	special
မဵဝ်းသႅၼ်း	species
မဵဝ်းသႅၼ်း	specific
ႁၢင်ႊလီ ၶိုၵ်ႉၶႅမ်ႉ	spectacular
တၢၼ်ႈၶႆႊ	speech
ဢမ်ႇမီးၵႂၢမ်းလၢတ်ႈ	speechless
တၢင်ႉဝႆး	speed
လေႃးတူဝ်လိၵ်ႈ	spell
ၸႂ်ႉၸၢႆႇ	spend
ၸၢႆႇပႅတ်ႈ	spent
ၽဵတ်း	spicy
တေႃလွၵ်ႇ	spike
လိမ်ႇ	spin
ၽၵ်းႁူတွပ်း	spinach
ၸႂ်ႊႁူႉ	spirit
ၼမ်ႉလၢႆး	spit
ယႂ်ႇလူင်ယႂ်ႇလၢင်	splendid
ၽႃႇ	split
ယႃႉ	spoil
ယႃႉ	spoiled
တိုၼ်းပဵၼ်မႃး	spontaneous
ၸေႃႉ	spoon
ႁွၺ်းမၢတ်ႇ	spot
ၽူဝ်မေး	spouse
ၽႄႈၸွတ်ႇၵႂႃႇ	spread
ၶၢဝ်းႁွင်	spring
သီႇလႅမ်ႊပဵင်း	square
မိပ်ႇ	squeeze
ပႃမိုၵ်ႉ	squid
ၸွၼ်ႈ	squirrel
သထ	st
တႅင်း	stab
မၼ်ႈဝႆႉ	stable
တၢင်ႇထႅင်ႈ	stack
ဢဵၼ်ႁႅင်းၵူၼ်းႁဵတ်းၵၢၼ်	staff
ၶဵင်ႇၸၢတ်ႈ	stage
ၵူဝ်ႈဢိူၵ်ႇ	stain
ၶူဝ်လႆ	stairs
ပုၵ်းသဝ်	stake
ၼီႇ	stalk
ႁၢၼ်ႉၶၢႆတၢင်းၵိၼ်ယွၺ်ႈ	stall
ၸုမ်ႈၶွၼ်ႇ	stamp
လုၵ်ႉၸုၵ်း	stand
မႆႉတင်ႈ	stand
လၵ်းၸဵင်	standard
ၸၼ်ႉ	standard
လၢဝ်	star
တႄႇ	start
တႄႇ	started
တွင်ႉမႆႈႁႅင်းၼႃႇ	starving
မွၵ်ႇလၢတ်ႈၼႄ	state
မိူင်း	state
လိၵ်ႈပိုၼ်ႊၽၢဝ်ႇ	statement
တႃႈလူတ်ႉ	station
ႁုၼ်ႇႁၢင်ႊ	statue
ႁုၼ်ႇႁၢင်ႊ	status
ဢွင်ႈယူႇ	stay
ယူႇသဝ်း	stay
ယူႇလွတ်ႈၽေး	stay safe
ဝိုၼ်းဝိုၼ်း	steady
ၼိူဝ်ႉဝူဝ်းၸီႇ	steak
လၵ်ႉ	steal
ၵႂၼ်းၼမ်ႉမႆႈ	steam
လဵၵ်ႉလေႃႇ	steel
ၸၼ်း	steep
ၶႃႊမႆႉ	stem
ၸၼ်ႉ	step
ၶမ်	stick
တိင်	stick
ၶွၼ်ႉ	stick
ၸင်ႈဝႆႉ	stiff
တေႃႇထိုင်	still
ၼၢမ်ပၵ်း	sting
ၸဵပ်းၵႅၼ်း	stingy
ၵဝ်း	stir
ၶူဝ်းဝၢင်းဝႆႉၼႂ်းမိုဝ်း	stock
လၵ်ႉ	stolen
ႁူင်းၶဝ်ႈ	stomach
ၵွၼ်ႈႁိၼ်	stone
လုၵ်ႉၸုၵ်ႉ	stood
တိၼ်မႃ	stool
ၵိုတ်း	stop
တီႈသိမ်းၶူဝ်း	storage
သိမ်းဝႆႉ	store
လူမ်းလႅင်ႉ	storm
ဢႃႊပုမ်ႇ	story
ပုင်းၾႆး	stove
သိုဝ်ႈသိုဝ်ႈ	straight
ၵႂႃႇသိုဝ်ႈသိုဝ်ႈ	straightforward
ၸိုၼ်ႇ	strain
ပႅၵ်ႈပႅၵ်ႈ	strange
ၵူၼ်းပႅၵ်ႈၼႃႈ	stranger
လွၵ်းလၢႆးဝၢင်းၽႅၼ်	strategy
လွတ်ႇၼမ်ႉ	straw
မၢၵ်ႇႁူႈလိၼ်	strawberry
ၶိူဝ်းယႂ်း	streak
ႁွင်ႊ	stream
သဵၼ်ႈတၢင်း	street
ႁႅင်း	strength
ဝႆႉၼၵ်း	stress
ၸၼ်	stretch
ပၵ်းပိူင်ယႂ်ႇ	strict
တႅၼ်ႇ	strike
ၼေၵၢင်ၸႂ်	strike
သၢႆ	string
ၼွၵ်ႈ	strip
ၶတ်းၸႂ်	strive
ႁွၺ်းမင်ႈ	stroke
ႁႅင်းယႂ်ႇ	strong
တႅၼ်ႇ	struck
ပိူင်ၽၢင်	structure
တေႃႇသူႈ	struggle
လႆႈၸိုၼ်ႇၽိုၼ်ႉ	struggling
ႁူဝ်ၶႅင်	stubborn
ၶမ်ဝႆႉ	stuck
လုၵ်ႈႁဵၼ်း	student
လဵပ်ႈႁဵၼ်း	study
ၽိုၼ်လိၵ်ႈ	study
ၽိုၵ်းႁဵၼ်း	studying
ၶူဝ်းၶွင်	stuff
ႁၢင်ႊလီ	stunning
လိုမ်းႁၢင်ႊလိုမ်းတူဝ်	stunning
ငိူဝ်ႈငႃႉ	stupid
ႁၢင်ႊသွၺ်ႇ	style
ပၢႆးၾၢႆႇ	subject
သႂၢင်းၶဝ်ႈ	submission
သူင်ႇၸူး	submit
ၶူဝ်းၶွင်	substance
တႅၼ်းတၢင်	substitute
ဢူၼ်ႈဢွၼ်ႇ	subtle
ဢွင်ႇမၢၼ်	succeed
ဢွင်ႇမၢင်ႇ	success
ဢွင်ႇမၢၼ်	successful
မိူၼ်ၼင်ႇ	such
ၸိူဝ်းၼႆႉ	such as
ၸုတ်း	suck
ၵမ်းသိုဝ်ႈ	sudden
ၵိုင်ႉၵၢင်ႉ	suddenly
တၢင်းၸဵပ်း	suffer
လႆႈၶၢမ်ႇဝႆႉ	suffering
တဵမ်ထူၼ်ႈ	sufficient
ၵိူဝ်ဝၢၼ်	sugar
ပၼ်တၢင်းႁၼ်ထိုင်	suggest
တၢင်းႁၼ်ထိုင်	suggestion
သိူဝ်ႈတုၺ်ႇ	suit
ၵိုင်ႇတၢၼ်ႇ	suit
ၵိုင်ႇငမ်ႇ	suitable
တူၵ်ႈၶူဝ်း	suitcase
လေႃး	sum
ၶေႃႈလူပ်း	summary
ၶၢဝ်းမႆႈ	summer
ႁပ်ႉၶၢမ်ႇ	summit
တႃဝၼ်း	sun
ဝၼ်းတိတ်ႉ	sunday
လႅတ်ႇလီ	sunny
ဝၼ်းတူၵ်း	sunset
လႅတ်ႇထွင်ႇ	sunshine
ထႅၼ်ႊ	super
တွၼ်းၶႅမ်ႉ	superior
မေႃယႃလူင်	supervisor
တႃႇၶဝ်ႈၶမ်ႈၶိုၼ်း	supper
လွင်ႈၸွၺ်ႈထႅမ်	supply
ၶဝ်ႈၸွၺ်ႈ	supply
လွင်ႈၵမ်ႉထႅမ်	support
ၸွၺ်ႈထႅမ်	suppose
ၵမ်ႉၸွၺ်ႈ	supposed
မၼ်ႈၸႂ်	sure
ၽိုၼ်ၼႃႈ	surface
ပိူမ်ႉၼမ်ႉလူင်	surge
ၽႃတတ်း	surgery
ၸိုဝ်ႈၶိူဝ်းႁိူၼ်း	surname
လီဢၢမ်း	surprise
ႁဵတ်းႁႂ်ႈဢၢမ်း	surprised
ဝၢင်းၶိူင်ႈ	surrender
ႁိမ်းႁွမ်း	surrounding
ပႂ်ႉတူၺ်း	surveillance
ၵဵပ်းဝႆႉၶေႃႈမုၼ်း	survey
ၵဵပ်းၶေႃႈမုၼ်း	survey
ၶီးၸိုၼ်ႈ	survive
ဢမ်ႇလွတ်ႈထၢင်ႇထိူမ်	suspect
ထၢင်ႇထိူမ်	suspect
တိင်ႇတွၺ်	suspended
ထၢင်ႇထိူမ်	suspicious
ပၼ်ၽွၼ်း	sustain
ထိင်းလႆႈယဝ်ႉ	sustainability
ထွၵ်ႈဝႆႉ	sustainable
ယွၺ်ႉတူၵ်း	swag
ဢိုၼ်	swallow
လႅၵ်ႈၶူဝ်းၵုၼ်ႇတေႃႇၵၼ်	swap
လၢတ်ႈၵႂၢမ်းလိူင်း	swear
ႁိူဝ်ႇ	sweat
သိူဝ်ႈထူဝ်း	sweater
ပတ်းႁိူၼ်း	sweep
ဢၼ်ၸဵမ်းၸဵမ်း	sweet
ၾၼ်လီ	sweet dreams
ႁိူၵ်ႇၵႂ်ႊ	sweet tooth
ၵေႃႉႁၵ်ႉ	sweetheart
ၵႂ်ႊမႃး	swell
ၵႂ်ႊ	swelling
လုၺ်းၼမ်ႉ	swim
လုၺ်းၼမ်ႉ	swimming
သူင်ႇဢူႇ	swing
ဢူင်ႈၸႃး	swing
သႅၼ်ႇ	switch
ၼဵၼ်ၾႆး	switch
ဢိုၼ်	swollen
လႅဝ်း	sword
မဵတ်ႇမၢႆ	symbol
ၸႂ်ဢီးလူ	sympathy
ပိူင်ၽၢင်တၢင်းပဵၼ်	symptoms
ယူင်ႉ	system
ၽိူၼ်	table
ယိပ်းၵမ်	tackle
ႁွၺ်ႈၽႅၼ်	tag
ႁၢင်	tail
ဢဝ်	take
ဢဝ်ပႅတ်ႈ	take away
လုမ်းလႃးတူၺ်းထိုင်	take care
ထွတ်ႇ	take off
ဢဝ်မႃး	taken
ဢုပ်ႇဢေႃး	talk
သူပ်းၼမ်	talkative
သုင်	tall
ၽွၵ်ႈ	tap
ၵွၵ်ႉၼမ်ႉ	tap
ၸေႈတိင်	tape
ပဝ်ႉမၢႆ	target
ပုၼ်ႈၽွၼ်း	task
ၼမ်ႉလႅမ်ႈ	taste
ၸိမ်း	taste
ဝၢၼ်	tasty
သွၼ်	taught
ၼဵင်ႈ	tea
သွၼ်	teach
မေႃသွၼ်	teacher
ၸုမ်း	team
သိၵ်ႇ	tear
ၼမ်ႉတႃ	tear
ၼမ်ႉတႃ	tears
ဝီၶူၼ်တူဝ်း	tease
ပၢႆးၸၢင်ႊ	technology
ၶဵဝ်ႈ	teeth
ၶႆႊ	tell
ၶႆႊႁဝ်းလူး	tell me
ၶူၼ်းၸွမ်းၸင်ႈၽဵင်ႇ	temper
တၢင်ႉမႆႈ	temperature
ၵျွင်းၽြႃး	temple
ၸူဝ်ႊၵႅပ်ႉ	temporary
ၼိူင်ႈသိပ်း	ten
ၼိူင်ႈမိုၼ်ႇ	ten thousand
ႁိူၼ်းၶၢတ်ႈ	tenant
လဵင်ႉလူလုမ်းလႃး	tend
ၶွၼ်းဝႆ	tendency
သႂၢင်းၵုၼ်ႇ	tender
ၸႂ်ႈမႆႈ	tense
ၶဵင်ႈၶႅင်	tension
သုမ်ႉ	tent
ဢၼ်ၸၢမ်း	tentative
ၶၢဝ်းယၢမ်းမၵ်းမၼ်ႈ	term
ထွၺ်ႈၵႂၢမ်း	terms
ႁူၵ်ႉႁၢႆႉ	terrible
ၼႃႈလီၵူဝ်	terrific
လႅၼ်ႊပိူင်ႇငမ်း	territory
ထတ်းထိၼ်	test
လိၵ်ႈပွတ်း	text
လိူဝ်သေၼႆႉ	than
ယိၼ်းၸူမ်း	thank
ယိၼ်းၸူမ်းယဝ်ႉၶႃႈ	thank you
ငိၼ်းၸူမ်းၶွပ်ႈၸႂ်ဢၼ်ဝႆႉၸႂ်ယၢဝ်းသေပႂ်ႉၽွင်းယၢမ်းမိူဝ်ႈတိုၵ်ႉဢုပ်ႇၵုမ်လွင်ႈသူင်ၶူဝ်းၶွင်ယူႇၼၼ်ႉ။	Thank you for your patience while we investigate shipment
ယိၼ်းၸူမ်းၼမ်ၼမ်	thank you so much
ယိၼ်းၸူမ်းၼမ်ၼမ်ၶႃႈ	thank you very much
ယိၼ်းၸူမ်း	thanks
ယိၼ်းၸူမ်းတီႈ ၸႂ်ႉဢႅပ်ႉၶႃႈၶဝ်	Thanks for using our app
ဢၼ်ၼၼ်ႉ	that
ၼၼ်ႉပဵၼ်	that is
ၼႆႉလီယဝ်ႉ	that's good
ဢၼ်	the
တၢင်းၽိတ်းလၵ်ႉၶူဝ်း	theft
ၶွင်ၸိူဝ်းၶဝ်	their
ၸိူဝ်းၶဝ်	them
ၶေႃႈမုၼ်းလိၵ်ႈႁွမ်တွမ်ႊ	theme
ၸိူဝ်းၶဝ်ၵွၺ်း	themselves
ပေႃးၸိူင်ႉၼၼ်	then
ၽိင်ႈတႅၵ်ႈ	theory
တီႈၼၼ်ႈ	there
မီးၸိူဝ်းၼႆႉ	there are
ၼႆႉမီး	there is
ၵွပ်ႈၸိူင်ႉၼၼ်လႄႈ	therefore
ၸိူဝ်းၼႆႉ	these
ၶဝ်	they
ၶဝ်ပဵၼ်	they are
ၼႃ	thick
ၽူႈလၵ်ႉ	thief
ဝိုၼ်း	thigh
ယွမ်	thin
ၶူဝ်းၶွင်	thing
ၶူဝ်းၶွင်	things
ၶႆႈၸႂ်	think
ထီႈသၢမ်	third
ႁႃႇႁႅင်ႈ	thirsty
သိပ်းသၢမ်	thirteen
သၢမ်သိပ်း	thirty
ဢၼ်ၼႆႉ	this
ဢၼ်ၼႆႉပဵၼ်	this is
ၶၢမ်ႈပူၼ်ႉ	thorough
ဢၼ်တဵမ်ထူၼ်ႈ	thoroughly
ၸိူဝ်းၼၼ်ႉ	those
ပႅၵ်ႉသမ်ႉဝႃႈ	though
ဝူၼ်ႉ	thought
မီးပၢႆးဝူၼ်ႉလီ	thoughtful
ဝူၼ်ႉ	thoughts
ၼိူင်ႈႁဵင်	thousand
မႆ	thread
ၶိူဝ်ႈ	threat
ၶိူဝ်ႈ	threaten
သၢမ်	three
ၶွပ်ႇၽၵ်းတူ	threshold
ငႅဝ်	thrilled
မၢၵ်ႈမီး	thrive
လွတ်ႇၶေႃး	throat
ၶၢမ်ႈၵႂႃႇ	through
လတ်းၶၢမ်ႈ	throughout
ဝိုတ်း	throw
ႁူဝ်မႄႈမိုဝ်း	thumb
ၾႃႉလင်ႊ	thunder
ဝၼ်းၽတ်း	Thursday
ယွၼ်ႉၼၼ်	thus
ၼႃ	tick
ပဵင်းၵၼ်	tide
မႄးၶပ်း	tidy
မတ်ႉ	tie
သၢႆႁတ်းၶေႃး	tie
သိူဝ်	tiger
ၵိုမ်းၵိုမ်း	tight
ၶိူဝ်းထီႇၵရိၼ်ႇၼီႇယႃႇ	Tigrinya
ၶၢဝ်းယၢမ်း	time
လီၵူဝ်	timid
လဵၵ်ႉဢႅၼ်	tiny
ပၢႆ	tip
ငိုၼ်းသူး	tips
မၢၵ်ႇလေႃႉလူတ်ႉ	tire
ႁိူဝ်ႉ	tired
ၸေႈၸဵတ်ႉ	tissue
ႁူဝ်ၶေႃႈ	title
ထိုင်	to
တႃႇတေပဵၼ်မႃး	to be
ၶဝ်ႈမုၼ်းၸီႇ	toast
မိူဝ်ႈၼႆႉ	today
လုၵ်ႈဢွၼ်ႇလႅင်	toddler
ႁူဝ်မႄႈတိၼ်	toes
ၸွမ်းၵၼ်	together
ထၢင်	toilet
ၶႆႊ	told
တၢင်းယိူၼ်ႉၵၼ်ႈ	tolerance
ဢမ်ႇႁၢမ်ႈတၢပ်ႈ	tolerate
မၵ်ႇၶိူဝ်သူမ်ႈ	tomato
မိူဝ်ႈၽုၵ်ႈ	tomorrow
လိၼ်ႉ	tongue
ၶမ်ႈၼႆႉ	tonight
ၵေႃႈ	too
ဢဝ်ယဝ်ႉ	took
ၶူဝ်းၶိူင်ႈ	tool
ၶိူင်ႈၸႂ်ႉ	tools
ၶဵဝ်ႈ	tooth
ၸိၵ်းၸွမ်	top
ႁူဝ်ၶေႃႈ	topic
သိၵ်း	torn
ႁဵတ်းမိူၵ်ႈ	torture
ႁူမ်ႈလေႃး	total
တိူဝ်ႉ	touch
ယၢပ်ႇၵိၼ်း	tough
ဢွၵ်ႇတၢင်း	tour
ယိူင်းတၢင်းၼႃႈ	toward
ၵႂႃႇၸူး	towards
ၽႃႈၸဵတ်း	towel
ဝဵင်း	town
မိူဝ်ႇ	toxic
လမ်းသွၵ်ႈႁႃ	trace
တၢင်း	track
လွင်ႈၵႃႉၶၢႆ	trade
ၵႃႉၶၢႆ	trade
ၵၢႆႇတင်းၽိင်ႈထုင်း	tradition
ဢၼ်ၵပ်းၵၢႆႇတင်း ၽိင်ႈငႄႈ	traditional
ၾႆးတၢင်းၸူႉ	traffic
ၸွမ်းႁွၺ်းတိၼ်	trail
ၽိုၵ်းပၼ်	train
